rule_id,provider,service,category,severity,title,description,check_type,complexity,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,frameworks,compliance_ids,source_file
oci.iam.chain.api_to_console_bypass,oracle,iam,chain,HIGH,"Flag authentication events for users inactive >90 days, and chained API-to-console attempts to bypass dormant detection","Flag authentication events for users inactive >90 days, and chained API-to-console attempts to bypass dormant detection",log_correlation,L7_CIEM_CHAIN,defense_evasion,defense_evasion,T1562,75,identity_and_access_management,delete,security_posture,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,oracle_rule_ciem/iam/oci.iam.chain.api_to_console_bypass.yaml
oci.iam.chain.credential_theft,oracle,iam,chain,HIGH,Flag anomalous access patterns from untrusted locations and credential theft/abuse chains in OCI audit logs.,Flag anomalous access patterns from untrusted locations and credential theft/abuse chains in OCI audit logs.,log_correlation,L7_CIEM_CHAIN,credential_access,credential_access,T1552,75,identity_and_access_management,read,security_posture,PCI_DSS,PCI_DSS/10.4.2.1,oracle_rule_ciem/iam/oci.iam.chain.credential_theft.yaml
oci.identity.audit.auth_failure_burst,oracle,identity,audit,MEDIUM,Flag bursts of authentication failures from a user or IP address in Identity Service audit logs.,Flag bursts of authentication failures from a user or IP address in Identity Service audit logs.,log,L6_CIEM_EVENT,reconnaissance,discovery,T1580,55,identity_and_access_management,read,security_posture,NIST_800_171,NIST_800_171/3.1.8,oracle_rule_ciem/identity/oci.identity.audit.auth_failure_burst.yaml
oci.identity.audit.auth_policy_change,oracle,identity,audit,MEDIUM,Detect authentication policy weakening and persistent compute instance sessions evading lock.,Detect authentication policy weakening and persistent compute instance sessions evading lock.,log,L6_CIEM_EVENT,defense_evasion,defense_evasion,T1562,55,identity_and_access_management,modify,security_posture,NIST_800_171,NIST_800_171/3.1.10,oracle_rule_ciem/identity/oci.identity.audit.auth_policy_change.yaml
oci.identity.audit.replay_attempt,oracle,identity,audit,MEDIUM,Detect replay attempts in identity audit logs and patterns of authentication events suggesting credential replay.,Detect replay attempts in identity audit logs and patterns of authentication events suggesting credential replay.,log,L6_CIEM_EVENT,reconnaissance,discovery,T1580,55,identity_and_access_management,read,security_posture,NIST_800_171,NIST_800_171/3.5.4,oracle_rule_ciem/identity/oci.identity.audit.replay_attempt.yaml
oci.identity.audit.user_capability_reactivation,oracle,identity,audit,MEDIUM,Detect reactivation of user capabilities after review deactivation and chained compartment policy modifications to restore access,Detect reactivation of user capabilities after review deactivation and chained compartment policy modifications to restore access,log,L6_CIEM_EVENT,reconnaissance,discovery,T1580,55,identity_and_access_management,read,security_posture,PCI_DSS,PCI_DSS/7.2.4,oracle_rule_ciem/identity/oci.identity.audit.user_capability_reactivation.yaml
oci.loadbalancer.chain.ssl_cipher_update_and_listener_modify,oracle,loadbalancer,chain,HIGH,Detect security list modifications allowing plaintext protocols and chained actions updating SSL ciphers then modifying listeners to potentially disab,Detect security list modifications allowing plaintext protocols and chained actions updating SSL ciphers then modifying listeners to potentially disab,log_correlation,L7_CIEM_CHAIN,defense_evasion,defense_evasion,T1562,75,security_posture,modify,security_posture,CIS_OCI,CIS_OCI/5.4.5,oracle_rule_ciem/loadbalancer/oci.loadbalancer.chain.ssl_cipher_update_and_listener_modify.yaml
oci.osmanagement.audit.software_install,oracle,osmanagement,audit,MEDIUM,Observe instance launches and OS Management software installations for compliance with software execution controls.,Observe instance launches and OS Management software installations for compliance with software execution controls.,log,L6_CIEM_EVENT,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,read,security_posture,NIST_800_171,NIST_800_171/3.4.8,oracle_rule_ciem/osmanagement/oci.osmanagement.audit.software_install.yaml
oci.osmanagement.audit.software_management,oracle,osmanagement,audit,MEDIUM,Identify import of custom boot volumes or OS management software updates that haven't been scanned for malicious code.,Identify import of custom boot volumes or OS management software updates that haven't been scanned for malicious code.,log,L6_CIEM_EVENT,reconnaissance,discovery,T1580,55,logging_monitoring_and_alerting,read,security_posture,NIST_800_171,NIST_800_171/3.7.4,oracle_rule_ciem/osmanagement/oci.osmanagement.audit.software_management.yaml
oci.osmanagement.chain.auditd_disable,oracle,osmanagement,chain,HIGH,Detect Compute instance auditd process termination and OS Management commands that disable auditd logging,Detect Compute instance auditd process termination and OS Management commands that disable auditd logging,log_correlation,L7_CIEM_CHAIN,defense_evasion,defense_evasion,T1562,75,logging_monitoring_and_alerting,delete,security_posture,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,oracle_rule_ciem/osmanagement/oci.osmanagement.chain.auditd_disable.yaml
oci.osmanagement.chain.patch_bypass,oracle,osmanagement,chain,HIGH,Detect compute instance patch management overrides or OS Management service command chains that bypass updates.,Detect compute instance patch management overrides or OS Management service command chains that bypass updates.,log_correlation,L7_CIEM_CHAIN,defense_evasion,defense_evasion,T1562,75,security_posture,delete,security_posture,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,oracle_rule_ciem/osmanagement/oci.osmanagement.chain.patch_bypass.yaml
oci.vulnerabilityscanning.audit.disable_scan,oracle,vulnerabilityscanning,audit,HIGH,Detect deactivation of Vulnerability Scanning service scans or modifications to security lists to block scanner subnets.,Detect deactivation of Vulnerability Scanning service scans or modifications to security lists to block scanner subnets.; Monitor for deactivation of,log,L6_CIEM_EVENT,defense_evasion,defense_evasion,T1562,75,logging_monitoring_and_alerting,delete,security_posture,CANADA_PBMM,CANADA_PBMM/RA-5(2);CANADA_PBMM/RA-5(3);CANADA_PBMM/RA-5(5),oracle_rule_ciem/vulnerabilityscanning/oci.vulnerabilityscanning.audit.disable_scan.yaml
oci.vulnerabilityscanning.chain.agent_tamper,oracle,vulnerabilityscanning,chain,HIGH,"Detect stopping or removal of OCI vulnerability scanning agents, and chained actions to tamper with malware scanning.","Detect stopping or removal of OCI vulnerability scanning agents, and chained actions to tamper with malware scanning.",log_correlation,L7_CIEM_CHAIN,defense_evasion,defense_evasion,T1562,75,security_posture,delete,security_posture,CANADA_PBMM,CANADA_PBMM/SI-3(7),oracle_rule_ciem/vulnerabilityscanning/oci.vulnerabilityscanning.chain.agent_tamper.yaml
oci.vulnerabilityscanning.activity_log.host_scan_disable,oracle,vulnerabilityscanning,activity_log,HIGH,"Detect disabling of OCI Vulnerability Scanning service host scans or deactivation of Events service rules for vulnerability alerts, indicating potenti","Detect disabling of OCI Vulnerability Scanning service host scans or deactivation of Events service rules for vulnerability alerts, indicating potenti",log,L6_CIEM_EVENT,defense_evasion,defense_evasion,T1562,75,security_posture,delete,security_posture,PCI_DSS,PCI_DSS/6.3.1,oracle_rule_ciem/vulnerabilityscanning/oci.vulnerabilityscanning.activity_log.host_scan_disable.yaml
