check_name,matched_rule_ids,method,confidence,reasoning
alicloud_alb_ssl_listeners,alicloud.alb.ssl.listeners,token_match_high,1.00,Jaccard=1.00
alicloud_alb_waf_acl_attached,alicloud.alb.waf.acl_attached,token_match_high,1.00,Jaccard=1.00
alicloud_analyticdb_cluster_audit_logging,alicloud.analyticdb.cluster.audit_logging,token_match_high,1.00,Jaccard=1.00
alicloud_analyticdb_cluster_automated_snapshot,alicloud.analyticdb.cluster.automated_snapshot_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_analyticdb_cluster_automatic_upgrades,alicloud.analyticdb.cluster.automatic_version_upgrades_enabled,token_match_high,0.83,Jaccard=0.83
alicloud_analyticdb_cluster_encrypted,alicloud.analyticdb.cluster.encryption_at_rest_enabled,deep_review_high,high,"Both the compliance check and catalog rule enforce encryption for AnalyticDB clusters, with 'encrypted' referring to encryption at rest."
alicloud_analyticdb_cluster_maintenance_settings,alicloud.analyticdb.cluster.maintenance_window_configured,token_match_high,0.67,Jaccard=0.67
alicloud_analyticdb_cluster_public_access,alicloud.analyticdb.cluster.public_access,token_match_high,1.00,Jaccard=1.00
alicloud_antiddos_log_collection_status,alicloud.ddos.log.collection_status,token_match_high,0.67,Jaccard=0.67
alicloud_api_gateway_api_gateway_https_required,alicloud.api.gateway.api_gateway_https_required,token_match_high,1.00,Jaccard=1.00
alicloud_api_gateway_authorization_enabled,,ai_rejected,none,"None of the candidate rules address API Gateway authorization, which is a distinct security control from HTTPS, client certificates, logging, tracing, or parameter validation."
alicloud_api_gateway_client_certificate_enabled,alicloud.api.gateway.client_certificate_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_api_gateway_restapi_client_certificate_enabled,alicloud.api.gateway.restapi_client_certificate_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_api_gateway_restapi_logging_enabled,alicloud.api.gateway.restapi_logging_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_api_gateway_restapi_tracing_enabled,alicloud.api.gateway.restapi_tracing_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_api_gateway_restapi_waf_acl_attached,alicloud.api.gateway.restapi_waf_acl_attached,token_match_high,1.00,Jaccard=1.00
alicloud_apigateway_restapi_cache_encrypted,alicloud.apigateway.restapi.cache_encryption_at_rest_enabled,ai_verified,high,"This rule directly matches the check name's focus on API Gateway REST API cache encryption, specifically addressing encryption at rest for cached data."
alicloud_apigateway_restapi_client_certificate_enabled,alicloud.apigateway.restapi.client_certificate_required,token_match_high,0.83,Jaccard=0.83
alicloud_apigateway_restapi_logging_enabled,alicloud.apigateway.restapi.logging_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_apigateway_restapi_public,alicloud.apigateway.restapi.public,token_match_high,1.00,Jaccard=1.00
alicloud_apigatewayv2_api_access_logging_enabled,alicloud.apigateway.api.access_logging_enabled,token_match_high,0.67,Jaccard=0.67
alicloud_apikeys_api_restrictions_configured,alicloud.apikeys.api.restrictions_configured,token_match_high,1.00,Jaccard=1.00
alicloud_apikeys_key_rotated_in_90_days,alicloud.apikeys.key.rotated_in_90_days,token_match_high,1.00,Jaccard=1.00
alicloud_app_function_access_keys_configured,alicloud.api.function.access_keys_configured,token_match_high,0.67,Jaccard=0.67
alicloud_app_function_identity_without_admin_privileges,alicloud.api.function.identity_without_admin_privileges,token_match_high,0.75,Jaccard=0.75
alicloud_app_function_not_publicly_accessible,alicloud.api.function.not_publicly_accessible,token_match_high,0.67,Jaccard=0.67
alicloud_app_http_logs_enabled,alicloud.api.http.logs_enabled,token_match_high,0.60,Jaccard=0.60
alicloud_app_minimum_tls_version_12,alicloud.api.minimum.tls_version_12,token_match_high,0.71,Jaccard=0.71
alicloud_appstream_fleet_default_internet_access_disabled,alicloud.apsaramq.fleet.default_internet_access_disabled,token_match_high,0.75,Jaccard=0.75
alicloud_appsync_field_level_logging_enabled,alicloud.api.field.level_logging_enabled,token_match_high,0.67,Jaccard=0.67
alicloud_apsaradb_redis_redis_cluster_backup_enabled,alicloud.apsaradb.redis.redis_cluster_backup_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_artifacts_container_analysis_enabled,alicloud.artifacts.container.analysis_enabled,token_match_high,1.00,Jaccard=1.00
alicloud_athena_workgroup_encryption,alicloud.general.workgroup.encryption_at_rest_enabled,ai_verified,medium,"This rule matches the service (workgroup) and security control (encryption at rest) most closely, though the service prefix differs from 'athena'."
alicloud_athena_workgroup_logging_enabled,,ai_rejected,none,"The check name targets Athena workgroup logging, but all candidate rules are for different services (ActionTrail, ALB, Cloud Firewall) and do not match the service, action, or target resource."
alicloud_autoscaling_group_capacity_rebalance_enabled,alicloud.ess.group.capacity_rebalance_enforced,ai_verified,high,Both the check name and the rule target the same service (ESS/Auto Scaling) and enforce capacity rebalancing for scaling groups.
alicloud_autoscaling_group_configured,alicloud.ess.group.properly_configured,ai_verified,medium,"The check name focuses on Auto Scaling group configuration, which matches the ESS (Elastic Scaling Service) service and the general configuration scope of the rule."
alicloud_autoscaling_group_health_check_enabled,alicloud.ess.group.health_check_configured,token_match_high,0.60,Jaccard=0.60
alicloud_autoscaling_group_multiple_az,alicloud.ess.group.multi_az_deployment,deep_review_high,high,Both the check name and the rule ID directly address deploying Auto Scaling groups across multiple availability zones for high availability.
alicloud_awslambda_function_inside_vpc,alicloud.fc.function.inside_vpc,token_match_high,0.67,Jaccard=0.67
alicloud_awslambda_function_invoke_api_operations_actiontrail_logging_enabled,alicloud.fc.function.invoke_api_operations_actiontrail_logging_enabled_with_90_day_retention,ai_verified,high,"This rule specifically matches the check's focus on Function Compute invoke API operations requiring ActionTrail logging, while the other candidates are general ActionTrail logging rules without the s"
alicloud_awslambda_function_not_publicly_accessible,alicloud.api.function.not_publicly_accessible,token_match_high,0.67,Jaccard=0.67
alicloud_awslambda_function_url_cors_policy,alicloud.fc.function.url_cors_policy_enforced,token_match_high,0.62,Jaccard=0.62
alicloud_awslambda_function_url_public,alicloud.fc.function.url_public,token_match_high,0.67,Jaccard=0.67
alicloud_awslambda_function_vpc_multi_az,alicloud.fc.function.vpc_multi_az_deployment,ai_verified,high,Both the check name and rule focus on ensuring Function Compute (FC) functions have multi-AZ deployment within VPC for high availability.
alicloud_backup_backup_encryption_enabled,alicloud.ack.backup.encryption_enabled,token_match_high,0.75,Jaccard=0.75
alicloud_backup_enabled_for_ec2,alicloud.ecs.backup.automated_enabled,deep_review_high,high,"Both the check name and the rule ID specifically address enabling automated backup for ECS instances (EC2), which is the same control."
alicloud_backup_plan_configured,alicloud.general.backup_enabled.configured,ai_verified,high,"This rule directly matches the general backup plan configuration check across services, while others are specific to AnalyticDB, DTS, or EFS."
alicloud_backup_plan_min_retention,alicloud.ack.plan.min_retention,token_match_high,0.67,Jaccard=0.67
alicloud_backup_plans_exist,alicloud.ack.plans.exist,token_match_high,0.60,Jaccard=0.60
alicloud_backup_recovery_point_encrypted,alicloud.ack.recovery.point_encrypted,token_match_high,0.67,Jaccard=0.67
alicloud_backup_recovery_point_encryption,alicloud.ack.recovery.point_encryption,token_match_high,0.67,Jaccard=0.67
alicloud_backup_recovery_point_retention,alicloud.ack.recovery.point_retention,token_match_high,0.67,Jaccard=0.67
alicloud_backup_reportplans_exist,alicloud.ack.reportplans.exist,token_match_high,0.60,Jaccard=0.60
alicloud_backup_vault_encryption_enabled,alicloud.ack.backup.encryption_enabled,token_match_high,0.60,Jaccard=0.60
alicloud_backup_vaults_encrypted,alicloud.ack.vaults.encrypted,token_match_high,0.60,Jaccard=0.60
alicloud_backup_vaults_exist,alicloud.ack.vaults.exist,token_match_high,0.60,Jaccard=0.60
alicloud_bedrock_model_invocation_logging_enabled,alicloud.general.model.invocation_logging_enabled_with_90_day_retention,ai_verified,high,"This rule specifically addresses model invocation logging for Bedrock with retention requirements, directly matching the service and security control."
alicloud_bedrock_model_invocation_logs_encryption_enabled,alicloud.general.model_invocation_logs.encryption_at_rest_enabled,ai_verified,high,"This rule directly matches the service (Bedrock model invocation logs), action (encryption), and target resource (logs) specified in the check name."
alicloud_bigquery_dataset_cmk_encryption,alicloud.general.dataset.cmk_encryption_at_rest_enabled,ai_verified,high,Both the check name and the rule target BigQuery datasets and enforce CMK encryption at rest.
alicloud_bigquery_dataset_public_access,alicloud.general.dataset.public_access_detected,ai_verified,high,"The check name specifies a BigQuery dataset public access check, which directly matches the service (dataset) and security violation (public access detected) in the top candidate rule."
alicloud_bigquery_table_cmk_encryption,alicloud.general.table.cmk_encryption_at_rest_enabled,ai_verified,high,Both the check name and the rule target table encryption with customer-managed keys (CMK) in the same service context.
alicloud_cas_certificate_expiration,alicloud.cas.certificate.expiration,token_match_high,1.00,Jaccard=1.00
alicloud_cas_certificates_expiration_check,alicloud.cas.certificates.expiration_check,token_match_high,1.00,Jaccard=1.00
alicloud_cdn_cloudfront_https_required,alicloud.cdn.cloudfront.https_enforced,token_match_high,0.67,Jaccard=0.67
alicloud_cdn_distributions_custom_ssl_certificate,alicloud.cdn.domain.custom_ssl_certificate,token_match_high,0.71,Jaccard=0.71
alicloud_cdn_distributions_logging_enabled,alicloud.cdn.domain.logging_enabled,token_match_high,0.60,Jaccard=0.60
alicloud_cdn_distributions_origin_traffic_encrypted,alicloud.cdn.domain.origin_traffic_encrypted,token_match_high,0.71,Jaccard=0.71
alicloud_cdn_distributions_using_deprecated_ssl_protocols,alicloud.cdn.domain.using_deprecated_ssl_protocols,token_match_high,0.71,Jaccard=0.71
alicloud_cloudfront_distributions_field_level_encryption_enabled,alicloud.cdn.domain.field_level_encryption_enabled,ai_verified,high,Both the check name and rule focus on field-level encryption for content delivery services (CloudFront/CDN) with matching security intent.
alicloud_cloudfront_distributions_https_enabled,alicloud.general.distributions_https_only_enabled.configured,token_match_high,0.60,Jaccard=0.60
alicloud_cloudfront_distributions_logging_enabled,,ai_rejected,none,"No candidate rule matches the CloudFront distribution logging check since all provided rules target different services (ActionTrail, ALB, Cloud Firewall) rather than CloudFront."
alicloud_cloudfront_distributions_multiple_origin_failover_configured,alicloud.cdn.domain.multiple_origin_failover_configured,ai_verified,high,"This rule directly matches the service (CDN/CloudFront), action (multiple origin failover), and target resource (domain/distribution) of the check."
alicloud_cloudfront_distributions_origin_traffic_encrypted,alicloud.general.distributions.origin_traffic_encryption_in_transit_enabled,ai_verified,high,"This rule matches the service (distributions), action (origin traffic encryption), and target resource (origin traffic in transit) of the given check name."
alicloud_cloudmonitor_alarm_configured,alicloud.cloudmonitor.alarm.thresholds_configured,token_match_high,0.75,Jaccard=0.75
alicloud_cloudmonitor_changes_to_network_acls_alarm_configured,alicloud.cloudmonitor.network_acls_change_alarm_configured.configured,token_match_high,0.71,Jaccard=0.71
alicloud_cloudmonitor_changes_to_network_gateways_alarm_configured,alicloud.cloudmonitor.network_gateways_change_alarm_configured.configured,token_match_high,0.71,Jaccard=0.71
alicloud_cloudmonitor_changes_to_network_route_tables_alarm_configured,alicloud.cms.changes.to_network_route_tables_alarm_configured,token_match_high,0.75,Jaccard=0.75
alicloud_cloudmonitor_changes_to_vpcs_alarm_configured,alicloud.cloudmonitor.vpcs_change_alarm_configured.configured,token_match_high,0.67,Jaccard=0.67
alicloud_cloudmonitor_log_group_kms_encryption_enabled,alicloud.cloudmonitor.log_group.kms_encryption_at_rest_enabled,token_match_high,0.75,Jaccard=0.75
alicloud_cloudmonitor_log_group_no_secrets_in_logs,alicloud.cloudmonitor.log_group.no_secrets_in_logs_with_access_control,token_match_high,0.75,Jaccard=0.75
alicloud_cloudmonitor_log_group_not_publicly_accessible,alicloud.cloudmonitor.log_group.not_publicly_accessible_with_encryption_enabled,token_match_high,0.86,Jaccard=0.86
alicloud_cloudmonitor_log_group_retention,alicloud.cloudmonitor.log_group.retention_90_days,token_match_high,0.71,Jaccard=0.71
alicloud_cloudmonitor_log_group_retention_policy_specific_days_enabled,alicloud.cloudmonitor.log_group_retention_policy_90_days_enabled.configured,token_match_high,0.78,Jaccard=0.78
alicloud_cloudmonitor_log_metric_filter_alicloud_organizations_changes,alicloud.cloudmonitor.log_metric_filter.organizations_changes_with_alerting,token_match_high,0.88,Jaccard=0.88
alicloud_cloudmonitor_log_metric_filter_and_alarm_for_actiontrail_configuration_changes_enabled,alicloud.cloudmonitor.actiontrail_config_changes_log_metric_filter_and_alarm_enabled.configured,token_match_high,0.89,Jaccard=0.89
alicloud_cloudmonitor_log_metric_filter_and_alarm_for_alicloud_config_configuration_changes_enabled,alicloud.cloudmonitor.config_changes_log_metric_filter_and_alarm_enabled.configured,token_match_high,1.00,Jaccard=1.00
alicloud_cloudmonitor_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled,alicloud.cloudmonitor.config_changes_log_metric_filter_and_alarm_enabled.configured,token_match_high,0.89,Jaccard=0.89
alicloud_cloudmonitor_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled,alicloud.cloudmonitor.config_changes_log_metric_filter_and_alarm_enabled.configured,token_match_high,0.78,Jaccard=0.78
alicloud_cloudmonitor_log_metric_filter_authentication_failures,alicloud.cloudmonitor.log_metric_filter_for_authentication_failures.configured,token_match_high,1.00,Jaccard=1.00
alicloud_cloudmonitor_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk,alicloud.cms.log.metric_filter_disable_or_scheduled_deletion_of_kms_cmk,token_match_high,0.82,Jaccard=0.82
alicloud_cloudmonitor_log_metric_filter_for_oss_bucket_policy_changes,alicloud.cloudmonitor.oss_bucket_policy_changes_log_metric_filter_enabled.configured,token_match_high,1.00,Jaccard=1.00
alicloud_cloudmonitor_log_metric_filter_for_s3_bucket_policy_changes,alicloud.cloudmonitor.log_metric_filter_for_bucket_policy_changes.configured,token_match_high,0.89,Jaccard=0.89
alicloud_cloudmonitor_log_metric_filter_policy_changes,alicloud.cloudmonitor.log_metric_filter_for_policy_changes.configured,token_match_high,1.00,Jaccard=1.00
alicloud_cloudmonitor_log_metric_filter_root_usage,alicloud.cloudmonitor.log_metric_filter_for_root_account_usage.configured,token_match_high,0.88,Jaccard=0.88
alicloud_cloudmonitor_log_metric_filter_security_group_changes,alicloud.cloudmonitor.log_metric_filter_for_security_group_changes.configured,token_match_high,1.00,Jaccard=1.00
alicloud_cloudmonitor_log_metric_filter_sign_in_without_mfa,alicloud.cloudmonitor.log_metric_filter_for_sign_in_without_mfa.configured,token_match_high,1.00,Jaccard=1.00
alicloud_cloudmonitor_log_metric_filter_unauthorized_api_calls,alicloud.cloudmonitor.log_metric_filter_for_unauthorized_api_calls.configured,token_match_high,1.00,Jaccard=1.00
alicloud_cloudsql_instance_automated_backups,alicloud.cloudfw.instance.automated_backups,token_match_high,0.67,Jaccard=0.67
alicloud_cloudsql_instance_postgres_log_connections_flag,alicloud.cloudfw.instance.postgres_log_connections_flag,token_match_high,0.75,Jaccard=0.75
alicloud_cloudsql_instance_postgres_log_disconnections_flag,alicloud.cloudfw.instance.postgres_log_disconnections_flag,token_match_high,0.75,Jaccard=0.75
alicloud_cloudsql_instance_postgres_log_error_verbosity_flag,alicloud.cloudfw.instance.postgres_log_error_verbosity_flag,token_match_high,0.78,Jaccard=0.78
alicloud_cloudsql_instance_postgres_log_min_duration_statement_flag,alicloud.cloudfw.instance.postgres_log_min_duration_statement_flag,token_match_high,0.80,Jaccard=0.80
alicloud_cloudsql_instance_postgres_log_min_error_statement_flag,alicloud.cloudfw.instance.postgres_log_min_error_statement_flag,token_match_high,0.80,Jaccard=0.80
alicloud_cloudsql_instance_postgres_log_min_messages_flag,alicloud.cloudfw.instance.postgres_log_min_messages_flag,token_match_high,0.78,Jaccard=0.78
alicloud_cloudsql_instance_postgres_log_statement_flag,alicloud.cloudfw.instance.postgres_log_statement_flag,token_match_high,0.75,Jaccard=0.75
alicloud_cloudsql_instance_public_access,alicloud.cloudfw.instance.public_access,token_match_high,0.67,Jaccard=0.67
alicloud_cloudsql_instance_public_ip,alicloud.cloudfw.instance.public_ip,token_match_high,0.67,Jaccard=0.67
alicloud_cloudsql_instance_ssl_connections,alicloud.cloudfw.instance.ssl_connections,token_match_high,0.67,Jaccard=0.67
alicloud_cloudstorage_bucket_log_retention_policy_lock,alicloud.general.bucket.log_retention_policy_locked_90_days,ai_verified,high,This rule directly matches the check name's focus on OSS bucket log retention policy locking with the same 90-day retention period.
alicloud_cloudstorage_bucket_public_access,alicloud.general.bucket.public_access_detected,ai_verified,high,Both the check name and rule specifically target cloud storage bucket public access detection in Alibaba Cloud OSS service.
alicloud_cloudtrail_kms_encryption_enabled,alicloud.actiontrail.kms.encryption_enabled,token_match_high,0.60,Jaccard=0.60
alicloud_cloudtrail_logs_oss_bucket_access_logging_enabled,alicloud.actiontrail.logs.oss_bucket_access_logging_enabled,token_match_high,0.75,Jaccard=0.75
alicloud_cloudtrail_logs_oss_bucket_is_not_publicly_accessible,alicloud.actiontrail.logs.oss_bucket_is_not_publicly_accessible,token_match_high,0.75,Jaccard=0.75
alicloud_cloudtrail_oss_dataevents_read_enabled,alicloud.actiontrail.oss.dataevents_read_enabled,token_match_high,0.67,Jaccard=0.67
alicloud_cloudtrail_oss_dataevents_write_enabled,alicloud.actiontrail.oss.dataevents_write_enabled,token_match_high,0.67,Jaccard=0.67
alicloud_cloudwatch_alarm_cpu_utilization_configured,alicloud.cloudmonitor.alarm.cpu_utilization_threshold_set,ai_verified,high,Both the check name and rule focus on CPU utilization alarm configuration in CloudMonitor/CMS service.
alicloud_cloudwatch_alarm_memory_utilization_configured,alicloud.cms.alarm.memory_utilization_configured,token_match_high,0.67,Jaccard=0.67
alicloud_cloudwatch_log_group_kms_encryption_enabled,alicloud.cms.log.group_kms_encryption_enabled,token_match_high,0.71,Jaccard=0.71
alicloud_cloudwatch_log_metric_filter_and_alarm_for_actiontrail_configuration_changes_enabled,alicloud.cms.log.metric_filter_and_alarm_for_actiontrail_configuration_changes_enabled,token_match_high,0.78,Jaccard=0.78
