id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1.5,k8s_3_1_1_5,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the scheduler pod specification file permissions are set to 600 or more restrictive,Ensure that the scheduler pod specification file has permissions of 600 or more restrictive.,The scheduler pod specification file controls various parameters that set the behavior of the Scheduler service in the master node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/manifests/kube-scheduler.yaml Default Value: By default, kube-scheduler.yaml file has permissions of 640. References: 1. https://kubernetes.io/docs/admin/kube-scheduler/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-scheduler/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of directly accessing the file system of the control plane node. Kubernetes APIs and `kubectl` do not provide the capability to check file permissions on the host node, making manual verification essential.",,"1. SSH into the Kubernetes control plane node where the kube-scheduler runs. 2. Locate the kube-scheduler pod specification file, typically at `/etc/kubernetes/manifests/kube-scheduler.yaml`. 3. Run the following command to check the file permissions: ``` stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml ``` 4. Verify that the output is 600 or more restrictive (e.g., 600, 400, 440, etc.). 5. If the permissions are more permissive than 600 (such as 640 or 644), remediate by running: ``` chmod 600 /etc/kubernetes/manifests/kube-scheduler.yaml ``` 6. Confirm compliance by re-running the `stat` command and ensuring the permissions are set correctly.",Yes,2025-10-30T03:42:51.543390
1.1.6,k8s_3_1_1_6,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the scheduler pod specification file ownership is set to root:root,Ensure that the scheduler pod specification file ownership is set to root:root.,The scheduler pod specification file controls various parameters that set the behavior of the kube-scheduler service in the master node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml Default Value: By default, kube-scheduler.yaml file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kube-scheduler/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-scheduler/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of verifying file ownership on the host filesystem, which cannot be accessed via Kubernetes APIs or kubectl. The audit steps explicitly involve running OS-level commands that are outside the scope of Kubernetes management tools.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to check the ownership of the kube-scheduler manifest file: ``` stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml ``` (Replace the path if your manifest is in a different location.) 3. Verify that the output is: ``` root:root ``` 4. If the ownership is not root:root, remediate by running: ``` chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml ``` 5. Confirm compliance by re-running the stat command and ensuring the output is root:root.",Yes,2025-10-30T03:22:36.981921
1.1.7,k8s_3_1_1_7,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the etcd pod specification file permissions are set to 600 or more restrictive,Ensure that the /etc/kubernetes/manifests/etcd.yaml file has permissions of 600 or more restrictive.,The etcd pod specification file /etc/kubernetes/manifests/etcd.yaml controls various parameters that set the behavior of the etcd service in the master node. etcd is a highly-available key-value store which Kubernetes uses for persistent storage of all of its REST API object. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/etcd.yaml Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/manifests/etcd.yaml Default Value: By default, /etc/kubernetes/manifests/etcd.yaml file has permissions of 640. References: 1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/",•  Level 1 - Master Node,None,1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/,Manual,HIGH,,"The control requires verification of file permissions on the host filesystem, which cannot be accessed through Kubernetes APIs or kubectl. Both AI opinions agree that this check necessitates direct access to the control plane node's filesystem, making a manual approach the only feasible option.",,"1. SSH into the Kubernetes control plane node where the etcd static pod is configured. 2. Run the following command to check the permissions of the etcd manifest file: ``` stat -c %a /etc/kubernetes/manifests/etcd.yaml ``` 3. Verify that the output is 600 or more restrictive (e.g., 600, 400, 440, etc.). 4. Confirm compliance: The file permissions must not allow group or other users to write or read the file beyond what is permitted for the owner (typically root). Only the owner should have read and write permissions.",Yes,2025-10-30T03:16:39.356533
1.1.8,k8s_3_1_1_8,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the etcd pod specification file ownership is set to root:root,Ensure that the /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root.,The etcd pod specification file /etc/kubernetes/manifests/etcd.yaml controls various parameters that set the behavior of the etcd service in the master node. etcd is a highly-available key-value store which Kubernetes uses for persistent storage of all of its REST API object. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/etcd.yaml Default Value: By default, /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root. References: 1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/",•  Level 1 - Master Node,None,1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the nature of the check, which involves verifying file ownership at the OS level. This property is not accessible through Kubernetes APIs or CLI commands, necessitating direct access to the host filesystem. Therefore, a manual inspection is the only feasible method to ensure compliance.",,"1. SSH into the Kubernetes control plane node where etcd is running. 2. Run the following command to check the ownership of the etcd manifest file: ``` stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml ``` or ``` ls -l /etc/kubernetes/manifests/etcd.yaml ``` 3. Verify that the output shows the file is owned by user root and group root (i.e., root:root). 4. If the ownership is not root:root, remediate by running: ``` chown root:root /etc/kubernetes/manifests/etcd.yaml ``` 5. Confirm compliance by re-running the stat or ls command and ensuring the ownership is now root:root.",Yes,2025-10-30T03:38:43.736259
1.1.9,k8s_3_1_1_9,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the Container Network Interface file permissions are set to 600 or more restrictive,Ensure that the Container Network Interface files have permissions of 600 or more restrictive.,Container Network Interface provides various networking options for overlay networking. You should consult their documentation and restrict their respective file permissions to maintain the integrity of those files. Those files should be writable by only the administrators on the system. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a <path/to/cni/files> Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 <path/to/cni/files> Default Value: NA References: 1. https://kubernetes.io/docs/concepts/cluster-administration/networking/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/concepts/cluster-administration/networking/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of verifying file permissions directly on the host filesystem, which is not accessible via Kubernetes APIs or kubectl. The audit steps explicitly involve running OS-level commands on the control plane node, confirming that automation is not feasible in this case.",,"1. SSH into each Kubernetes control plane node. 2. Identify the directory containing the CNI configuration files, typically located at `/etc/cni/net.d/` or `/opt/cni/bin/`. 3. For each file in the identified CNI directory, execute the command: - `stat -c %a <path/to/cni/file>` 4. Verify that the permissions for each file are set to 600 or more restrictive (i.e., only the owner has read/write permissions, and no permissions are granted to group or others). 5. Confirm compliance if all CNI files have permissions set to 600 or more restrictive.",Yes,2025-10-30T02:52:47.007277
1.1.10,k8s_3_1_1_10,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the Container Network Interface file ownership is set to root:root,Ensure that the Container Network Interface files have ownership set to root:root.,Container Network Interface provides various networking options for overlay networking. You should consult their documentation and restrict their respective file permissions to maintain the integrity of those files. Those files should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G <path/to/cni/files> Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root <path/to/cni/files> Default Value: NA References: 1. https://kubernetes.io/docs/concepts/cluster-administration/networking/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/concepts/cluster-administration/networking/,Manual,HIGH,,"The control requires direct access to the host filesystem to verify file ownership of Container Network Interface files, which is not possible through Kubernetes APIs or kubectl. Both AI opinions agree that this check necessitates manual inspection, as Kubernetes does not expose host-level file permissions. Therefore, a manual approach is the only feasible option.",,"1. SSH into each Kubernetes control plane node. 2. Identify the directory where CNI files are stored (commonly /etc/cni/net.d/ and/or /opt/cni/bin/). 3. For each file in these directories, run: - `stat -c %U:%G <path/to/cni/file>` 4. Verify that the output for each file shows `root:root` as the owner and group. 5. Confirm compliance: All CNI files must be owned by root:root. If any file is not, remediate by running `chown root:root <path/to/cni/file>`.",Yes,2025-10-30T02:52:54.799571
1.1.11,k8s_3_1_1_11,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the etcd data directory permissions are set to 700 or more restrictive,Ensure that the etcd data directory has permissions of 700 or more restrictive.,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should not be readable or writable by any group members or the world. Impact: None,"On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %a /var/lib/etcd Verify that the permissions are 700 or more restrictive.","On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chmod 700 /var/lib/etcd Default Value: By default, etcd data directory has permissions of 755. References: 1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/",•  Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of direct OS-level access to check the file system permissions of the etcd data directory. The permissions are not exposed through Kubernetes APIs or kubectl, making automation infeasible for this specific compliance check.",,"1. **Identify the etcd data directory:** - On the etcd server node, determine the data directory by inspecting the etcd process arguments. - Run: `ps -ef | grep etcd` - Look for the `--data-dir` flag (e.g., `--data-dir=/var/lib/etcd`). 2. **Check the permissions of the data directory:** - Run: `stat -c %a <etcd_data_directory>` (replace `<etcd_data_directory>` with the actual path, e.g., `/var/lib/etcd`). 3. **Verify the permissions:** - Ensure the output is `700` or more restrictive (e.g., `700`, `600`, `500`, etc.). - The directory should not be readable, writable, or executable by group or others. 4. **Confirm compliance:** - If the permissions are `700` or more restrictive, the control is compliant. - If not, remediate by running: `chmod 700 <etcd_data_directory>` and re-verify.",Yes,2025-10-30T04:06:08.077612
1.1.12,k8s_3_1_1_12,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the etcd data directory ownership is set to etcd:etcd,Ensure that the etcd data directory ownership is set to etcd:etcd.,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should be owned by etcd:etcd. Impact: None,"On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %U:%G /var/lib/etcd Verify that the ownership is set to etcd:etcd.","On the etcd server node, get the etcd data directory, passed as an argument --data- dir, from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chown etcd:etcd /var/lib/etcd Default Value: By default, etcd data directory ownership is set to etcd:etcd. References: 1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/",•  Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,Manual,HIGH,,"The control requires verification of the file system ownership of the etcd data directory, which is a host-level configuration not accessible via Kubernetes APIs or kubectl commands. Both AI opinions agree on the manual approach due to the nature of the task, which involves executing OS-level commands directly on the host. Automation is not feasible in this case as Kubernetes does not expose the necessary filesystem details.",,"1. On each etcd server node, determine the etcd data directory path by inspecting the etcd process arguments: - Run: `ps -ef | grep etcd` - Identify the value passed to the `--data-dir` flag (commonly `/var/lib/etcd`). 2. Check the ownership of the etcd data directory: - Run: `stat -c %U:%G <etcd_data_directory_path>` - Example: `stat -c %U:%G /var/lib/etcd` 3. Verify that the output is `etcd:etcd`. 4. If the ownership is not `etcd:etcd`, remediate by running: - `chown etcd:etcd <etcd_data_directory_path>` 5. Confirm compliance by re-running the `stat` command and ensuring the output is `etcd:etcd`.",Yes,2025-10-30T03:36:20.003536
1.1.13,k8s_3_1_1_13,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the default administrative credential file permissions are set to 600,"Ensure that the admin.conf file (and super-admin.conf file, where it exists) have permissions of 600.","As part of initial cluster setup, default kubeconfig files are created to be used by the administrator of the cluster. These files contain private keys and certificates which allow for privileged access to the cluster. You should restrict their file permissions to maintain the integrity and confidentiality of the file(s). The file(s) should be readable and writable by only the administrators on the system. Impact: None.","Run the following command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/admin.conf On Kubernetes version 1.29 and higher run the following command as well :- stat -c %a /etc/kubernetes/super-admin.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/admin.conf On Kubernetes 1.29+ the super-admin.conf file should also be modified, if present. For example, chmod 600 /etc/kubernetes/super-admin.conf Default Value: By default, admin.conf and super-admin.conf have permissions of 600. References: 1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/",•  Level 1 - Master Node,None.,1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of verifying file permissions on the host filesystem, which cannot be accessed through Kubernetes APIs or kubectl. The audit steps explicitly involve running OS-level commands that require direct access to the control plane node, confirming that automation is not feasible in this context.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to check the permissions of the admin.conf file: ``` stat -c %a /etc/kubernetes/admin.conf ``` 3. (For Kubernetes version 1.29 and higher) Run the following command to check the permissions of the super-admin.conf file (if it exists): ``` stat -c %a /etc/kubernetes/super-admin.conf ``` 4. Verify that the output for each file is exactly 600 (or more restrictive, e.g., 400). 5. If the permissions are not 600 or more restrictive, remediate by running: ``` chmod 600 /etc/kubernetes/admin.conf chmod 600 /etc/kubernetes/super-admin.conf ``` 6. Confirm compliance by re-running the stat command and ensuring the permissions are now set correctly.",Yes,2025-10-30T04:23:20.208947
1.1.14,k8s_3_1_1_14,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the default administrative credential file ownership is set to root:root,"Ensure that the admin.conf (and super-admin.conf file, where it exists) file ownership is set to root:root.","As part of initial cluster setup, default kubeconfig files are created to be used by the administrator of the cluster. These files contain private keys and certificates which allow for privileged access to the cluster. You should set their file ownership to maintain the integrity and confidentiality of the file. The file(s) should be owned by root:root. Impact: None.","Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/admin.conf On Kubernetes version 1.29 and higher run the following command as well :- stat -c %U:%G /etc/kubernetes/super-admin.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/admin.conf On Kubernetes 1.29+ the super-admin.conf file should also be modified, if present. For example, chown root:root /etc/kubernetes/super-admin.conf Default Value: By default, admin.conf and super-admin.conf file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/",•  Level 1 - Master Node,None.,1. https://kubernetes.io/docs/admin/kubeadm/ 2. https://raesene.github.io/blog/2024/01/06/when-is-admin-not-admin/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual audit approach due to the necessity of direct OS-level access to verify file ownership, which cannot be accomplished through Kubernetes APIs or CLI commands. The audit steps provided are clear and appropriate for ensuring compliance with the control.",,"1. SSH into each Kubernetes control plane node. 2. Check the Kubernetes version to determine if the super-admin.conf file exists: ``` kubectl version --short ``` 3. Run the following command to check the ownership of the admin.conf file: ``` stat -c %U:%G /etc/kubernetes/admin.conf ``` 4. If running Kubernetes version 1.29 or higher, also run: ``` stat -c %U:%G /etc/kubernetes/super-admin.conf ``` 5. Verify that the output for each file is: ``` root:root ``` 6. If the ownership is not root:root, remediate by running: ``` chown root:root /etc/kubernetes/admin.conf ``` and, if applicable: ``` chown root:root /etc/kubernetes/super-admin.conf ``` 7. Confirm compliance by re-running the stat command and ensuring the output is root:root for each file.",Yes,2025-10-30T04:08:53.149335
1.1.15,k8s_3_1_1_15,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the scheduler.conf file permissions are set to 600 or more restrictive,Ensure that the scheduler.conf file has permissions of 600 or more restrictive.,The scheduler.conf file is the kubeconfig file for the Scheduler. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,"Run the following command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/scheduler.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/scheduler.conf Default Value: By default, scheduler.conf has permissions of 640. References: 1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of direct OS-level access to check and modify file permissions, which is not possible through Kubernetes APIs or kubectl. The audit steps involve using commands that can only be executed on the control plane nodes via SSH, confirming that automation is not feasible.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to check the permissions of the scheduler.conf file: ``` stat -c %a /etc/kubernetes/scheduler.conf ``` 3. Verify that the output is 600 or more restrictive (i.e., only the file owner has read and write permissions; no permissions for group or others). 4. If the permissions are not compliant, remediate by running: ``` chmod 600 /etc/kubernetes/scheduler.conf ``` 5. Repeat this check on all control plane nodes to ensure cluster-wide compliance.",Yes,2025-10-30T04:15:28.611745
1.1.16,k8s_3_1_1_16,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the scheduler.conf file ownership is set to root:root,Ensure that the scheduler.conf file ownership is set to root:root.,The scheduler.conf file is the kubeconfig file for the Scheduler. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/scheduler.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/scheduler.conf Default Value: By default, scheduler.conf file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kubeadm/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kubeadm/,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach must be manual due to the nature of the check, which involves verifying file ownership at the OS level. This property is not accessible through Kubernetes APIs or CLI tools, necessitating direct access to the node's filesystem. Therefore, a manual approach is the only feasible option.",,"1. SSH into the Kubernetes control plane node where the kube-scheduler runs. 2. Run the following command to check the ownership of the scheduler.conf file: ``` stat -c %U:%G /etc/kubernetes/scheduler.conf ``` 3. Verify that the output is: ``` root:root ``` 4. If the ownership is not root:root, remediate by running: ``` chown root:root /etc/kubernetes/scheduler.conf ``` 5. Confirm compliance by re-running the stat command and ensuring the output is root:root.",Yes,2025-10-30T04:26:33.525328
1.1.17,k8s_3_1_1_17,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the controller-manager.conf file permissions are set to 600 or more restrictive,Ensure that the controller-manager.conf file has permissions of 600 or more restrictive.,The controller-manager.conf file is the kubeconfig file for the Controller Manager. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,"Run the following command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/controller-manager.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 600 /etc/kubernetes/controller-manager.conf Default Value: By default, controller-manager.conf has permissions of 640. References: 1. https://kubernetes.io/docs/admin/kube-controller-manager/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager/,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach should be manual due to the nature of the control, which requires direct access to the operating system to verify file permissions. The permissions of the `controller-manager.conf` file are not accessible through Kubernetes APIs or kubectl, necessitating SSH access to the Control Plane node for verification.",,"1. SSH into the Kubernetes Control Plane node where the kube-controller-manager runs. 2. Run the following command to check the permissions of the controller-manager.conf file (adjust the path if your configuration uses a different location): ``` stat -c %a /etc/kubernetes/controller-manager.conf ``` 3. Review the output. The expected secure configuration is `600` or more restrictive (e.g., `400` or `000`). 4. Confirm compliance: If the output is `600` or lower (more restrictive), the control passes. If it is higher (e.g., `640`, `644`), the control fails and remediation is required.",Yes,2025-10-30T04:19:54.073786
1.1.18,k8s_3_1_1_18,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the controller-manager.conf file ownership is set to root:root,Ensure that the controller-manager.conf file ownership is set to root:root.,The controller-manager.conf file is the kubeconfig file for the Controller Manager. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/controller-manager.conf Verify that the ownership is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/controller-manager.conf Default Value: By default, controller-manager.conf file ownership is set to root:root. References: 1. https://kubernetes.io/docs/admin/kube-controller-manager/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of direct OS-level access to verify file ownership, which is not possible through Kubernetes APIs or kubectl commands. The audit steps explicitly involve running Linux commands on the control plane node, confirming that automation is not feasible in this context.",,"1. SSH into the Kubernetes control plane node where the kube-controller-manager runs. 2. Locate the controller-manager.conf file. The default location is usually /etc/kubernetes/controller-manager.conf, but confirm the actual path if your cluster uses a custom configuration. 3. Run the following command to check the file ownership: ``` stat -c %U:%G /etc/kubernetes/controller-manager.conf ``` (Replace the path if your file is in a different location.) 4. Verify that the output is: ``` root:root ``` 5. If the ownership is not root:root, remediate by running: ``` chown root:root /etc/kubernetes/controller-manager.conf ``` 6. Confirm compliance by re-running the stat command and ensuring the output is root:root.",Yes,2025-10-30T03:48:03.145405
1.1.19,k8s_3_1_1_19,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the Kubernetes PKI directory and file ownership is set to root:root,Ensure that the Kubernetes PKI directory and file ownership is set to root:root.,Kubernetes makes use of a number of certificates as part of its operation. You should set the ownership of the directory containing the PKI information and all files in that directory to maintain their integrity. The directory and files should be owned by root:root. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, ls -laR /etc/kubernetes/pki/ Verify that the ownership of all files and directories in this hierarchy is set to root:root.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown -R root:root /etc/kubernetes/pki/ Default Value: By default, the /etc/kubernetes/pki/ directory and all of the files and directories contained within it, are set to be owned by the root user. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of direct access to the host filesystem to verify file ownership, which is not possible through Kubernetes APIs or CLI tools. The audit steps provided are clear and accurately reflect the process needed to ensure compliance with the control.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to recursively list ownership of all files and directories in the PKI directory: ``` ls -laR /etc/kubernetes/pki/ ``` 3. Review the output and verify that every file and directory is owned by user root and group root (owner: root, group: root). 4. Confirm compliance: All files and directories in /etc/kubernetes/pki/ must have ownership set to root:root. If any file or directory is not owned by root:root, this is non-compliant.",Yes,2025-10-30T03:05:31.347260
1.1.20,k8s_3_1_1_20,CIS KUBERNETES BENCHMARK V1.10 PDF,Ensure that the Kubernetes PKI certificate file permissions are set to 600 or more restrictive,Ensure that Kubernetes PKI certificate files have permissions of 600 or more restrictive.,Kubernetes makes use of a number of certificate files as part of the operation of its components. The permissions on these files should be set to 600 or more restrictive to protect their integrity and confidentiality. Impact: None,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c '%a' /etc/kubernetes/pki/*.crt Verify that the permissions are 600 or more restrictive. or ls -l /etc/kubernetes/pki/*.crt Verify -rw------","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod -R 600 /etc/kubernetes/pki/*.crt Default Value: By default, the certificates used by Kubernetes are set to have permissions of 644 References: 1. https://kubernetes.io/docs/admin/kube-apiserver/",•  Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the need for direct access to the underlying file system to verify file permissions of the Kubernetes PKI certificate files. The permissions cannot be checked or modified through Kubernetes APIs or kubectl commands, necessitating OS-level access.",,"1. SSH into each Kubernetes control plane node. 2. Run the following command to list the permissions of all PKI certificate files: ``` stat -c '%n %a' /etc/kubernetes/pki/*.crt ``` or ``` ls -l /etc/kubernetes/pki/*.crt ``` 3. For each listed certificate file, verify that the permissions are set to 600 or more restrictive (i.e., only the file owner has read and write permissions; no permissions for group or others). 4. Confirm compliance if all certificate files have permissions of 600 or more restrictive (e.g., -rw-------). If any file has less restrictive permissions (e.g., 644 or 664), this is non-compliant.",Yes,2025-10-30T03:29:10.686653
