csp,unique_compliance_id,framework,control_id,title,missing_check_name,suggested_rule_id,priority,rule_type,notes
oracle,hipaa_164_312_a_2_iv,HIPAA,164_312_a_2_iv,164_312_a_2_iv: 164.312(a)(2)(iv) Encryption and decryption,oracle_redshift_cluster_audit_logging,oci.redshift.cluster.audit_logging,2,config,Generated from compliance_agent check name; refine during rule development
oracle,hipaa_164_312_b,HIPAA,164_312_b,164_312_b: 164.312(b) Audit controls,oracle_elb_logging_enabled,oci.elb.logging.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,hipaa_164_312_b,HIPAA,164_312_b,164_312_b: 164.312(b) Audit controls,oracle_elbv2_logging_enabled,oci.elbv2.logging.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,hipaa_164_312_b,HIPAA,164_312_b,164_312_b: 164.312(b) Audit controls,oracle_redshift_cluster_audit_logging,oci.redshift.cluster.audit_logging,2,config,Generated from compliance_agent check name; refine during rule development
oracle,hipaa_164_312_e_1,HIPAA,164_312_e_1,164_312_e_1: 164.312(e)(1) Transmission security,oracle_awslambda_function_not_publicly_accessible,oci.awslambda.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,hipaa_164_312_e_1,HIPAA,164_312_e_1,164_312_e_1: 164.312(e)(1) Transmission security,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,hipaa_164_312_e_2_ii,HIPAA,164_312_e_2_ii,164_312_e_2_ii: 164.312(e)(2)(ii) Encryption,oracle_opensearch_service_domains_encryption_at_rest_enabled,oci.opensearch.service.domains_encryption_at_rest_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,hipaa_164_312_e_2_ii,HIPAA,164_312_e_2_ii,164_312_e_2_ii: 164.312(e)(2)(ii) Encryption,oracle_redshift_cluster_audit_logging,oci.redshift.cluster.audit_logging,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.5.1,ISO27001_2022,A.5.1,Policies for information security,oracle_securityhub_enabled,oci.securityhub.enabled.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.5.15,ISO27001_2022,A.5.15,Access Control,oracle_iam_role_kms_enforce_separation_of_duties,oci.iam.role.kms_enforce_separation_of_duties,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.5.15,ISO27001_2022,A.5.15,Access Control,oracle_iam_role_sa_enforce_separation_of_duties,oci.iam.role.sa_enforce_separation_of_duties,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.5.18,ISO27001_2022,A.5.18,Access Rights,oracle_iam_role_sa_enforce_separation_of_duties,oci.iam.role.sa_enforce_separation_of_duties,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.5.3,ISO27001_2022,A.5.3,Segregation of Duties,oracle_iam_role_kms_enforce_separation_of_duties,oci.iam.role.kms_enforce_separation_of_duties,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.5.3,ISO27001_2022,A.5.3,Segregation of Duties,oracle_identity_securityaudit_role_created,oci.identity.securityaudit.role_created,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.5.3,ISO27001_2022,A.5.3,Segregation of Duties,oracle_iam_role_sa_enforce_separation_of_duties,oci.iam.role.sa_enforce_separation_of_duties,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.1,ISO27001_2022,A.8.1,User Endpoint Devices,oracle_app_function_not_publicly_accessible,oci.app.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.1,ISO27001_2022,A.8.1,User Endpoint Devices,oracle_containerregistry_not_publicly_accessible,oci.containerregistry.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.1,ISO27001_2022,A.8.1,User Endpoint Devices,oracle_aisearch_service_not_publicly_accessible,oci.aisearch.service.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.1,ISO27001_2022,A.8.1,User Endpoint Devices,oracle_awslambda_function_not_publicly_accessible,oci.awslambda.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.11,ISO27001_2022,A.8.11,Data Masking,oracle_opensearch_service_domains_encryption_at_rest_enabled,oci.opensearch.service.domains_encryption_at_rest_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.11,ISO27001_2022,A.8.11,Data Masking,oracle_bigquery_table_cmk_encryption,oci.bigquery.table.cmk_encryption,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.12,ISO27001_2022,A.8.12,Data Leakage Prevention,oracle_redshift_cluster_in_transit_encryption_enabled,oci.redshift.cluster.in_transit_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.12,ISO27001_2022,A.8.12,Data Leakage Prevention,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.14,ISO27001_2022,A.8.14,Redundancy of information processing facilities,oracle_redshift_cluster_multi_az_enabled,oci.redshift.cluster.multi_az_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.14,ISO27001_2022,A.8.14,Redundancy of information processing facilities,oracle_opensearch_service_domains_fault_tolerant_data_nodes,oci.opensearch.service.domains_fault_tolerant_data_nodes,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.14,ISO27001_2022,A.8.14,Redundancy of information processing facilities,oracle_elb_is_in_multiple_az,oci.elb.is.in_multiple_az,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.14,ISO27001_2022,A.8.14,Redundancy of information processing facilities,oracle_elbv2_is_in_multiple_az,oci.elbv2.is.in_multiple_az,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.14,ISO27001_2022,A.8.14,Redundancy of information processing facilities,oracle_opensearch_service_domains_fault_tolerant_master_nodes,oci.opensearch.service.domains_fault_tolerant_master_nodes,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.15,ISO27001_2022,A.8.15,Logging,oracle_glue_data_catalogs_not_publicly_accessible,oci.glue.data.catalogs_not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.15,ISO27001_2022,A.8.15,Logging,oracle_elbv2_logging_enabled,oci.elbv2.logging.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.15,ISO27001_2022,A.8.15,Logging,oracle_logging_sink_created,oci.logging.sink.created,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.15,ISO27001_2022,A.8.15,Logging,oracle_elb_logging_enabled,oci.elb.logging.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.15,ISO27001_2022,A.8.15,Logging,oracle_keyvault_logging_enabled,oci.keyvault.logging.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.15,ISO27001_2022,A.8.15,Logging,oracle_redshift_cluster_audit_logging,oci.redshift.cluster.audit_logging,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.15,ISO27001_2022,A.8.15,Logging,oracle_opensearch_service_domains_monitoring_logging_enabled,oci.opensearch.service.domains_monitoring_logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.16,ISO27001_2022,A.8.16,Monitoring Activities,oracle_logging_sink_created,oci.logging.sink.created,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.2,ISO27001_2022,A.8.2,Privileged Access Rights,oracle_iam_role_kms_enforce_separation_of_duties,oci.iam.role.kms_enforce_separation_of_duties,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.2,ISO27001_2022,A.8.2,Privileged Access Rights,oracle_iam_role_sa_enforce_separation_of_duties,oci.iam.role.sa_enforce_separation_of_duties,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.20,ISO27001_2022,A.8.20,Network Security,oracle_containerregistry_not_publicly_accessible,oci.containerregistry.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.21,ISO27001_2022,A.8.21,Security of Network Services,oracle_containerregistry_not_publicly_accessible,oci.containerregistry.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.22,ISO27001_2022,A.8.22,Segregation of Networks,oracle_containerregistry_not_publicly_accessible,oci.containerregistry.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.23,ISO27001_2022,A.8.23,Web Filtering,oracle_securityhub_enabled,oci.securityhub.enabled.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.24,ISO27001_2022,A.8.24,Use of Cryptography,oracle_redshift_cluster_in_transit_encryption_enabled,oci.redshift.cluster.in_transit_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.24,ISO27001_2022,A.8.24,Use of Cryptography,oracle_opensearch_service_domains_encryption_at_rest_enabled,oci.opensearch.service.domains_encryption_at_rest_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.24,ISO27001_2022,A.8.24,Use of Cryptography,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,iso27001_2022_A.8.3,ISO27001_2022,A.8.3,Information Access Restriction,oracle_accessanalyzer_enabled,oci.accessanalyzer.enabled.enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_24_1,NIST_800_53,AC-24(1),Access Control Decisions - Access control decisions | transmit access authorization information transmit [,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_1,NIST_800_53,AC-4(1),Information Flow Enforcement - Information flow enforcement | object security and privacy attributes use [ assi,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_10,NIST_800_53,AC-4(10),Information Flow Enforcement - Information flow enforcement | enable and disable security or privacy policy fil,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_11,NIST_800_53,AC-4(11),Information Flow Enforcement - Information flow enforcement | configuration of security or privacy policy filte,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_12,NIST_800_53,AC-4(12),Information Flow Enforcement - Information flow enforcement | data type identifiers when transferring informati,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_13,NIST_800_53,AC-4(13),Information Flow Enforcement - Information flow enforcement | decomposition into policy - relevant subcomponent,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_14,NIST_800_53,AC-4(14),Information Flow Enforcement - Information flow enforcement | security or privacy policy filter constraints whe,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_15,NIST_800_53,AC-4(15),Information Flow Enforcement - Information flow enforcement | detection of unsanctioned information when transf,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_16,NIST_800_53,AC-4(16),Information Flow Enforcement - Information flow enforcement | information transfers on interconnected systems [,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_17,NIST_800_53,AC-4(17),"Information Flow Enforcement - Information flow enforcement | domain authentication nist sp 800-53, r ev",oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_18,NIST_800_53,AC-4(18),Information Flow Enforcement - Information flow enforcement | security attribute binding [withdrawn,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_19,NIST_800_53,AC-4(19),Information Flow Enforcement - Information flow enforcement | validation of metadata when transferring informat,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_2,NIST_800_53,AC-4(2),Information Flow Enforcement - Information flow enforcement | processing domains use protected processing domai,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_20,NIST_800_53,AC-4(20),Information Flow Enforcement - Information flow enforcement | approved solutions employ [ assignment,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_22,NIST_800_53,AC-4(22),Information Flow Enforcement - Information flow enforcement | access only provide access from a single device t,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_23,NIST_800_53,AC-4(23),Information Flow Enforcement - Information flow enforcement | modify non - releasable information when transfer,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_24,NIST_800_53,AC-4(24),Information Flow Enforcement - Information flow enforcement | internal normalized format when transferring info,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_25,NIST_800_53,AC-4(25),Information Flow Enforcement - Information flow enforcement | data sanitization when transferring information b,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_27,NIST_800_53,AC-4(27),Information Flow Enforcement - Information flow enforcement | redundant / independent filtering mechanisms when,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
oracle,nist_800_53_rev5_AC_4_29,NIST_800_53,AC-4(29),Information Flow Enforcement - Information flow enforcement | filter orchestration engines when transferring in,oracle_opensearch_service_domains_node_to_node_encryption_enabled,oci.opensearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
