csp,unique_compliance_id,framework,control_id,title,missing_check_name,suggested_rule_id,priority,rule_type,notes
aws,iso27001_2022_A.8.21,ISO27001_2022,A.8.21,Security of Network Services,aws_ec2_securitygroup_allow_wide_open_public_ipv4,aws.ec2.securitygroup.allow_wide_open_public_ipv4,2,config,Generated from compliance_agent check name; refine during rule development
aws,iso27001_2022_A.8.22,ISO27001_2022,A.8.22,Segregation of Networks,aws_ec2_securitygroup_not_used,aws.ec2.securitygroup.not_used,2,config,Generated from compliance_agent check name; refine during rule development
aws,iso27001_2022_A.8.22,ISO27001_2022,A.8.22,Segregation of Networks,aws_ec2_securitygroup_allow_wide_open_public_ipv4,aws.ec2.securitygroup.allow_wide_open_public_ipv4,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_1.3.3,PCI_DSS,1.3.3,Examine configuration settings and network diagrams to verify that NSCs are implemented between a...,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.1.1,PCI_DSS,2.1.1,Examine documentation and interview personnel to verify that security policies and operational pr...,rds_cluster_default_admin,rds.cluster.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.1.1,PCI_DSS,2.1.1,Examine documentation and interview personnel to verify that security policies and operational pr...,rds_instance_default_admin,rds.instance.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.1.2,PCI_DSS,2.1.2,Requirement 2.1.2,rds_cluster_default_admin,rds.cluster.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.1.2,PCI_DSS,2.1.2,Requirement 2.1.2,rds_instance_default_admin,rds.instance.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.1,PCI_DSS,2.2.1,"Examine change records and the affected systems/networks, and interview personnel to verify that ...",eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.1,PCI_DSS,2.2.1,"Examine change records and the affected systems/networks, and interview personnel to verify that ...",rds_cluster_default_admin,rds.cluster.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.1,PCI_DSS,2.2.1,"Examine change records and the affected systems/networks, and interview personnel to verify that ...",rds_instance_default_admin,rds.instance.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.2,PCI_DSS,2.2.2,Requirement 2.2.2,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.3,PCI_DSS,2.2.3,"(continued) If a system component contains primary functions that need different security levels,...",eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.3,PCI_DSS,2.2.3,"(continued) If a system component contains primary functions that need different security levels,...",rds_cluster_default_admin,rds.cluster.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.3,PCI_DSS,2.2.3,"(continued) If a system component contains primary functions that need different security levels,...",rds_instance_default_admin,rds.instance.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.6,PCI_DSS,2.2.6,Requirement 2.2.6,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.6,PCI_DSS,2.2.6,Requirement 2.2.6,rds_cluster_default_admin,rds.cluster.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.6,PCI_DSS,2.2.6,Requirement 2.2.6,rds_instance_default_admin,rds.instance.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.7,PCI_DSS,2.2.7,Requirement 2.2.7,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.7,PCI_DSS,2.2.7,Requirement 2.2.7,rds_cluster_default_admin,rds.cluster.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_2.2.7,PCI_DSS,2.2.7,Requirement 2.2.7,rds_instance_default_admin,rds.instance.default.admin,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_4.1.1,PCI_DSS,4.1.1,Examine documentation and interview personnel to verify that security policies and operational pr...,s3_bucket_enforces_ssl,s3.bucket.enforces.ssl,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_4.1.2,PCI_DSS,4.1.2,Requirement 4.1.2,s3_bucket_enforces_ssl,s3.bucket.enforces.ssl,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_4.1.4,PCI_DSS,4.1.4,Key installation],s3_bucket_enforces_ssl,s3.bucket.enforces.ssl,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_7.2.1,PCI_DSS,7.2.1,Requirement 7.2.1,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_7.2.2,PCI_DSS,7.2.2,Requirement 7.2.2,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_7.2.3,PCI_DSS,7.2.3,Requirement 7.2.3,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_7.2.5,PCI_DSS,7.2.5,Requirement 7.2.5,eks_endpoints_not_publicly_accessible,eks.endpoints.not.publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_8.2.1,PCI_DSS,8.2.1,Requirement 8.2.1,s3_bucket_enforces_ssl,s3.bucket.enforces.ssl,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_8.2.6,PCI_DSS,8.2.6,"Examine user accounts and last logon information, and interview personnel to verify that any inac...",s3_bucket_enforces_ssl,s3.bucket.enforces.ssl,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_8.2.7,PCI_DSS,8.2.7,"Interview personnel, examine documentation for managing accounts, and examine evidence to verify ...",s3_bucket_enforces_ssl,s3.bucket.enforces.ssl,2,config,Generated from compliance_agent check name; refine during rule development
aws,pci_dss_v4_8.2.8,PCI_DSS,8.2.8,Examine system configuration settings to verify that system/session idle timeout features for use...,s3_bucket_enforces_ssl,s3.bucket.enforces.ssl,2,config,Generated from compliance_agent check name; refine during rule development
aws,soc2_cc_6_6,SOC2,cc_6_6,CC6.6 The entity implements logical access security measures to protect against threats from sources outside its system boundaries,aws_ec2_securitygroup_allow_wide_open_public_ipv4,aws.ec2.securitygroup.allow_wide_open_public_ipv4,2,config,Generated from compliance_agent check name; refine during rule development
aws,nist_800_171_r2_3_13_4,NIST_800_171,3_13_4,3_13_4: 3.13.4 Prevent unauthorized and unintended information transfer via shared system resources,aws_No checks defined,aws.No checks defined,3,config,Generated from compliance_agent check name; refine during rule development
