id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1.1,cis-k8s-k8s-v1230-1-1-1,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the API server pod specification file permissions are set to 644 or more restrictive,Ensure that the API server pod specification file has permissions of 644 or more restrictive.,The API server pod specification file controls various parameters that set the behavior of the API server. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/kube-apiserver.yaml Verify that the permissions are 644 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 644 /etc/kubernetes/manifests/kube-apiserver.yaml",• Level 1 - Master Node,None,18 | P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, the kube-apiserver.yaml file has permissions of 640 .",,Manual,HIGH,,"The task involves verifying file permissions on the host system where the Kubernetes API server pod specification file resides. This cannot be directly automated using Kubernetes APIs or `kubectl` commands, as they do not provide access to the host's file system. The permissions must be checked manually on the node itself, typically via SSH, which is outside the scope of Kubernetes API capabilities.",,"1. SSH into the Control Plane node where the Kubernetes API server is running. 2. Execute the command: `stat -c %a /etc/kubernetes/manifests/kube-apiserver.yaml`. 3. Verify that the output shows permissions of `644` or more restrictive (e.g., `600`). 4. If the permissions are not compliant, adjust them using: `chmod 644 /etc/kubernetes/manifests/kube-apiserver.yaml`. 5. Confirm the change by re-running the `stat` command to ensure the permissions are correctly set.",Yes,2025-11-02T18:57:02.093778,Manual,HIGH,,"The task involves verifying file permissions on the host system where the Kubernetes API server pod specification file resides. This cannot be directly automated using Kubernetes APIs or `kubectl` commands, as they do not provide access to the host's file system. The permissions must be checked manually on the node itself, typically via SSH, which is outside the scope of Kubernetes API capabilities.",,"1. SSH into the Control Plane node where the Kubernetes API server is running. 2. Execute the command: `stat -c %a /etc/kubernetes/manifests/kube-apiserver.yaml`. 3. Verify that the output shows permissions of `644` or more restrictive (e.g., `600`). 4. If the permissions are not compliant, adjust them using: `chmod 644 /etc/kubernetes/manifests/kube-apiserver.yaml`. 5. Confirm the change by re-running the `stat` command to ensure the permissions are correctly set.",Yes,2025-11-02T18:57:02.093778
1.1.2,cis-k8s-k8s-v1230-1-1-2,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the API server pod specification file ownership is set to root:root,Ensure that the API server pod specification file ownership is set to root:root .,The API server pod specification file controls various parameters that set the behavior of the API server. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/kube-apiserver.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/kube-apiserver.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 20 | P a g e,1 Section,Automated,"By default, the kube-apiserver.yaml file ownership is set to root:root .",,Manual,HIGH,,"The specific compliance control requires verifying the file ownership of the API server pod specification file on the node's file system. This check cannot be performed using Kubernetes APIs or `kubectl` commands, as they do not provide direct access to the file system to verify ownership attributes like `root:root`. Both AI opinions acknowledge the need for direct file system access, which necessitates a manual approach.",,"1. Access the Control Plane node where the API server is running. 2. Execute the command: `stat -c %U:%G /etc/kubernetes/manifests/kube-apiserver.yaml`. 3. Verify that the output of the command is `root:root`, indicating the correct ownership. 4. If the ownership is not set to `root:root`, execute: `chown root:root /etc/kubernetes/manifests/kube-apiserver.yaml` to remediate. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T18:19:56.733969,Manual,HIGH,,"The specific compliance control requires verifying the file ownership of the API server pod specification file on the node's file system. This check cannot be performed using Kubernetes APIs or `kubectl` commands, as they do not provide direct access to the file system to verify ownership attributes like `root:root`. Both AI opinions acknowledge the need for direct file system access, which necessitates a manual approach.",,"1. Access the Control Plane node where the API server is running. 2. Execute the command: `stat -c %U:%G /etc/kubernetes/manifests/kube-apiserver.yaml`. 3. Verify that the output of the command is `root:root`, indicating the correct ownership. 4. If the ownership is not set to `root:root`, execute: `chown root:root /etc/kubernetes/manifests/kube-apiserver.yaml` to remediate. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T18:19:56.733969
1.1.3,cis-k8s-k8s-v1230-1-1-3,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the controller manager pod specification file permissions are set to 644 or more restrictive,Ensure that the controller manager pod specification file has permissions of 644 or more restrictive.,The controller manager pod specification file controls various parameters that set the behavior of the Controller Manager on the master node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/kube-controller-manager.yaml Verify that the permissions are 644 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 644 /etc/kubernetes/manifests/kube-controller-manager.yaml",• Level 1 - Master Node,None,22 | P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, the kube-controller-manager.yaml file has permissions of 640 .",,Manual,HIGH,,"The task involves checking and setting file permissions on the underlying file system of the control plane node, which cannot be directly managed or verified through Kubernetes APIs or `kubectl`. Both AI opinions acknowledge the need for SSH access to perform these checks and modifications, indicating that automation via Kubernetes tools is not feasible for this specific control.",,"1. SSH into the Control Plane node where the kube-controller-manager pod specification file is located. 2. Execute the command: `stat -c %a /etc/kubernetes/manifests/kube-controller-manager.yaml` to check the current file permissions. 3. Verify that the output shows permissions of 644 or more restrictive (e.g., 640, 600). 4. If the permissions are not compliant, run the command: `chmod 644 /etc/kubernetes/manifests/kube-controller-manager.yaml` to set the correct permissions. 5. Confirm that the kube-controller-manager is running correctly after the permission change.",Yes,2025-11-02T17:54:01.979342,Manual,HIGH,,"The task involves checking and setting file permissions on the underlying file system of the control plane node, which cannot be directly managed or verified through Kubernetes APIs or `kubectl`. Both AI opinions acknowledge the need for SSH access to perform these checks and modifications, indicating that automation via Kubernetes tools is not feasible for this specific control.",,"1. SSH into the Control Plane node where the kube-controller-manager pod specification file is located. 2. Execute the command: `stat -c %a /etc/kubernetes/manifests/kube-controller-manager.yaml` to check the current file permissions. 3. Verify that the output shows permissions of 644 or more restrictive (e.g., 640, 600). 4. If the permissions are not compliant, run the command: `chmod 644 /etc/kubernetes/manifests/kube-controller-manager.yaml` to set the correct permissions. 5. Confirm that the kube-controller-manager is running correctly after the permission change.",Yes,2025-11-02T17:54:01.979342
1.1.4,cis-k8s-k8s-v1230-1-1-4,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the controller manager pod specification file ownership is set to root:root,Ensure that the controller manager pod specification file ownership is set to root:root .,The controller manager pod specification file controls various parameters that set the behavior of various components of the master node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/kube-controller-manager.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/kube-controller-manager.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager 24 | P a g e,1 Section,Automated,"By default, kube-controller-manager.yaml file ownership is set to root:root .",,Manual,HIGH,,"The task of verifying file ownership on the control plane node requires direct access to the node's file system, which cannot be achieved through Kubernetes APIs or `kubectl`. The `stat` command must be executed directly on the node, which necessitates a manual approach. Both AI opinions acknowledge the need for direct file system access, which is outside the scope of Kubernetes automation capabilities.",,"1. Access the control plane node where the Kubernetes controller manager pod is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/kube-controller-manager.yaml` to check the file ownership. 3. Verify that the output of the command is `root:root`. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-controller-manager.yaml` to remediate. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is correctly set.",Yes,2025-11-02T18:03:38.245451,Manual,HIGH,,"The task of verifying file ownership on the control plane node requires direct access to the node's file system, which cannot be achieved through Kubernetes APIs or `kubectl`. The `stat` command must be executed directly on the node, which necessitates a manual approach. Both AI opinions acknowledge the need for direct file system access, which is outside the scope of Kubernetes automation capabilities.",,"1. Access the control plane node where the Kubernetes controller manager pod is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/kube-controller-manager.yaml` to check the file ownership. 3. Verify that the output of the command is `root:root`. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-controller-manager.yaml` to remediate. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is correctly set.",Yes,2025-11-02T18:03:38.245451
1.1.5,cis-k8s-k8s-v1230-1-1-5,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the scheduler pod specification file permissions are set to 644 or more restrictive,Ensure that the scheduler pod specification file has permissions of 644 or more restrictive.,The scheduler pod specification file controls various parameters that set the behavior of the Scheduler service in the master node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml Verify that the permissions are 644 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 644 /etc/kubernetes/manifests/kube-scheduler.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-scheduler/ 26 | P a g e,1 Section,Automated,"By default, kube-scheduler.yaml file has permissions of 640 .",,Manual,HIGH,,"The control requires checking file permissions on the host filesystem, which is not directly accessible through Kubernetes APIs or CLI tools like `kubectl`. While the existence and configuration of the kube-scheduler can be verified using Kubernetes tools, the specific requirement to check file permissions necessitates direct access to the host's filesystem, typically achieved through SSH or similar methods.",,"1. Access the control plane node where the kube-scheduler is running via SSH. 2. Run the command `stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml` to check the file permissions of the kube-scheduler manifest file. 3. Verify that the file permissions are set to 644 or more restrictive. 4. If the permissions are not compliant, execute `chmod 644 /etc/kubernetes/manifests/kube-scheduler.yaml` to correct them. 5. Confirm the change by re-running the `stat` command to ensure compliance.",Yes,2025-11-02T18:55:37.423440,Manual,HIGH,,"The control requires checking file permissions on the host filesystem, which is not directly accessible through Kubernetes APIs or CLI tools like `kubectl`. While the existence and configuration of the kube-scheduler can be verified using Kubernetes tools, the specific requirement to check file permissions necessitates direct access to the host's filesystem, typically achieved through SSH or similar methods.",,"1. Access the control plane node where the kube-scheduler is running via SSH. 2. Run the command `stat -c %a /etc/kubernetes/manifests/kube-scheduler.yaml` to check the file permissions of the kube-scheduler manifest file. 3. Verify that the file permissions are set to 644 or more restrictive. 4. If the permissions are not compliant, execute `chmod 644 /etc/kubernetes/manifests/kube-scheduler.yaml` to correct them. 5. Confirm the change by re-running the `stat` command to ensure compliance.",Yes,2025-11-02T18:55:37.423440
1.1.6,cis-k8s-k8s-v1230-1-1-6,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the scheduler pod specification file ownership is set to root:root,Ensure that the scheduler pod specification file ownership is set to root:root .,The scheduler pod specification file controls various parameters that set the behavior of the kube-scheduler service in the master node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-scheduler/ 28 | P a g e,1 Section,Automated,"By default, kube-scheduler.yaml file ownership is set to root:root .",,Manual,HIGH,,"The task of verifying file ownership on the host filesystem cannot be automated using Kubernetes APIs or `kubectl` commands, as these tools do not have access to host-level file system details. The second AI opinion correctly identifies that this requires manual verification on the control plane node using host-level commands.",,"1. Log into the control plane node where the kube-scheduler is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml` to check the file ownership. 3. Verify that the output of the command is `root:root`, indicating the correct ownership. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml` to remediate. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T18:04:04.666477,Manual,HIGH,,"The task of verifying file ownership on the host filesystem cannot be automated using Kubernetes APIs or `kubectl` commands, as these tools do not have access to host-level file system details. The second AI opinion correctly identifies that this requires manual verification on the control plane node using host-level commands.",,"1. Log into the control plane node where the kube-scheduler is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/manifests/kube-scheduler.yaml` to check the file ownership. 3. Verify that the output of the command is `root:root`, indicating the correct ownership. 4. If the ownership is not set to `root:root`, execute `chown root:root /etc/kubernetes/manifests/kube-scheduler.yaml` to remediate. 5. Confirm compliance by re-running the `stat` command to ensure the ownership is now correctly set.",Yes,2025-11-02T18:04:04.666477
1.1.7,cis-k8s-k8s-v1230-1-1-7,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the etcd pod specification file permissions are set to 644 or more restrictive,Ensure that the /etc/kubernetes/manifests/etcd.yaml file has permissions of 644 or more restrictive.,The etcd pod specification file /etc/kubernetes/manifests/etcd.yaml controls various parameters that set the behavior of the etcd service in the master node. etcd is a highly- available key-value store which Kubernetes uses for persistent storage of all of its REST API object. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a /etc/kubernetes/manifests/etcd.yaml Verify that the permissions are 644 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 644 /etc/kubernetes/manifests/etcd.yaml",• Level 1 - Master Node,None,30 | P a g e 1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, /etc/kubernetes/manifests/etcd.yaml file has permissions of 640 .",,Manual,HIGH,,"The task involves checking and setting file permissions on the host file system, which is outside the scope of Kubernetes APIs and `kubectl`. Both AI opinions acknowledge that this requires direct access to the host system, typically via SSH, to execute file system commands like `stat` and `chmod`. Therefore, automation through Kubernetes is not feasible for this control.",,"1. SSH into the Control Plane node where Kubernetes is installed. 2. Run the command: `stat -c %a /etc/kubernetes/manifests/etcd.yaml` to check the current file permissions. 3. Verify that the output shows the file permissions as 644 or more restrictive (e.g., 600, 640). 4. If the permissions are not compliant, run the command: `chmod 644 /etc/kubernetes/manifests/etcd.yaml` to set the correct permissions. 5. Confirm compliance by re-running the `stat` command to ensure the permissions are now set correctly.",Yes,2025-11-02T18:03:54.322383,Manual,HIGH,,"The task involves checking and setting file permissions on the host file system, which is outside the scope of Kubernetes APIs and `kubectl`. Both AI opinions acknowledge that this requires direct access to the host system, typically via SSH, to execute file system commands like `stat` and `chmod`. Therefore, automation through Kubernetes is not feasible for this control.",,"1. SSH into the Control Plane node where Kubernetes is installed. 2. Run the command: `stat -c %a /etc/kubernetes/manifests/etcd.yaml` to check the current file permissions. 3. Verify that the output shows the file permissions as 644 or more restrictive (e.g., 600, 640). 4. If the permissions are not compliant, run the command: `chmod 644 /etc/kubernetes/manifests/etcd.yaml` to set the correct permissions. 5. Confirm compliance by re-running the `stat` command to ensure the permissions are now set correctly.",Yes,2025-11-02T18:03:54.322383
1.1.8,cis-k8s-k8s-v1230-1-1-8,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the etcd pod specification file ownership is set to root:root,Ensure that the /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root .,The etcd pod specification file /etc/kubernetes/manifests/etcd.yaml controls various parameters that set the behavior of the etcd service in the master node. etcd is a highly- available key-value store which Kubernetes uses for persistent storage of all of its REST API object. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/manifests/etcd.yaml",• Level 1 - Master Node,None,32 | P a g e 1. https://coreos.com/etcd 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, /etc/kubernetes/manifests/etcd.yaml file ownership is set to root:root .",,Manual,HIGH,,"The task involves verifying and setting file ownership on the node's filesystem, which cannot be directly managed through Kubernetes APIs or `kubectl` commands. Both AI opinions agree that this is primarily a manual task, with the second opinion suggesting potential automation through external tools like Ansible, which is outside the scope of Kubernetes-native capabilities. Therefore, manual inspection and remediation are necessary.",,"1. SSH into the Control Plane node where the etcd pod specification file is located. 2. Run the command: `stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml`. 3. Verify that the output shows `root:root`. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/manifests/etcd.yaml` to remediate the issue.",Yes,2025-11-02T19:03:42.471800,Manual,HIGH,,"The task involves verifying and setting file ownership on the node's filesystem, which cannot be directly managed through Kubernetes APIs or `kubectl` commands. Both AI opinions agree that this is primarily a manual task, with the second opinion suggesting potential automation through external tools like Ansible, which is outside the scope of Kubernetes-native capabilities. Therefore, manual inspection and remediation are necessary.",,"1. SSH into the Control Plane node where the etcd pod specification file is located. 2. Run the command: `stat -c %U:%G /etc/kubernetes/manifests/etcd.yaml`. 3. Verify that the output shows `root:root`. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/manifests/etcd.yaml` to remediate the issue.",Yes,2025-11-02T19:03:42.471800
1.1.9,cis-k8s-k8s-v1230-1-1-9,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,Ensure that the Container Network Interface files have permissions of 644 or more restrictive.,Container Network Interface provides various networking options for overlay networking. You should consult their documentation and restrict their respective file permissions to maintain the integrity of those files. Those files should be writable by only the administrators on the system.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %a <path/to/cni/files> Verify that the permissions are 644 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod 644 <path/to/cni/files>",• Level 1 - Master Node,None,34 | P a g e 1. https://kubernetes.io/docs/concepts/cluster-administration/networking/,1 Section,Manual,NA,,Manual,HIGH,,"The task involves checking and setting file permissions on the host file system where the Container Network Interface (CNI) files reside. This cannot be directly managed or verified using Kubernetes APIs or kubectl, as these tools do not interact with the host's file system permissions. Both AI opinions agree that manual steps are necessary, though the second opinion suggests potential automation through external tools, which is outside the scope of Kubernetes API capabilities.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Navigate to the directory where the CNI files are stored, typically `/etc/cni/net.d/` or a similar path depending on your setup. 3. Run the command: `stat -c %a <path/to/cni/files>` for each CNI file to check the file permissions. 4. Verify that the permissions are set to `644` or more restrictive (e.g., `600`, `640`). 5. If any file permissions are found to be more permissive than `644`, correct them by running: `chmod 644 <path/to/cni/files>`. 6. Document the permissions of each CNI file and ensure compliance with the required settings.",Yes,2025-11-02T17:52:41.608944,Manual,HIGH,,"The task involves checking and setting file permissions on the host file system where the Container Network Interface (CNI) files reside. This cannot be directly managed or verified using Kubernetes APIs or kubectl, as these tools do not interact with the host's file system permissions. Both AI opinions agree that manual steps are necessary, though the second opinion suggests potential automation through external tools, which is outside the scope of Kubernetes API capabilities.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Navigate to the directory where the CNI files are stored, typically `/etc/cni/net.d/` or a similar path depending on your setup. 3. Run the command: `stat -c %a <path/to/cni/files>` for each CNI file to check the file permissions. 4. Verify that the permissions are set to `644` or more restrictive (e.g., `600`, `640`). 5. If any file permissions are found to be more permissive than `644`, correct them by running: `chmod 644 <path/to/cni/files>`. 6. Document the permissions of each CNI file and ensure compliance with the required settings.",Yes,2025-11-02T17:52:41.608944
1.1.10,cis-k8s-k8s-v1230-1-1-10,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the Container Network Interface file ownership is set to root:root,Ensure that the Container Network Interface files have ownership set to root:root .,Container Network Interface provides various networking options for overlay networking. You should consult their documentation and restrict their respective file permissions to maintain the integrity of those files. Those files should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G <path/to/cni/files> Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root <path/to/cni/files>",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/concepts/cluster-administration/networking/ 36 | P a g e,1 Section,Manual,NA,,Manual,HIGH,,"The task involves checking and setting file ownership on the host filesystem where Kubernetes Container Network Interface (CNI) files reside. This operation is outside the scope of Kubernetes APIs or `kubectl` commands, which do not manage host-level file permissions. Therefore, it requires manual intervention or external automation tools like Ansible, which are not part of Kubernetes native capabilities.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Navigate to the directory where the CNI files are stored, typically found in `/etc/cni/net.d/`. 3. Run the command: `stat -c %U:%G <path/to/cni/files>` for each CNI file. 4. Verify that the ownership is set to `root:root`. 5. If any file is not owned by `root:root`, run the command: `chown root:root <path/to/cni/files>` to correct the ownership. 6. Confirm compliance by ensuring all CNI files are owned by `root:root`.",Yes,2025-11-02T18:20:58.069546,Manual,HIGH,,"The task involves checking and setting file ownership on the host filesystem where Kubernetes Container Network Interface (CNI) files reside. This operation is outside the scope of Kubernetes APIs or `kubectl` commands, which do not manage host-level file permissions. Therefore, it requires manual intervention or external automation tools like Ansible, which are not part of Kubernetes native capabilities.",,"1. SSH into the Control Plane node where the Container Network Interface (CNI) files are located. 2. Navigate to the directory where the CNI files are stored, typically found in `/etc/cni/net.d/`. 3. Run the command: `stat -c %U:%G <path/to/cni/files>` for each CNI file. 4. Verify that the ownership is set to `root:root`. 5. If any file is not owned by `root:root`, run the command: `chown root:root <path/to/cni/files>` to correct the ownership. 6. Confirm compliance by ensuring all CNI files are owned by `root:root`.",Yes,2025-11-02T18:20:58.069546
1.1.11,cis-k8s-k8s-v1230-1-1-11,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the etcd data directory permissions are set to 700 or more restrictive,Ensure that the etcd data directory has permissions of 700 or more restrictive.,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should not be readable or writable by any group members or the world.,"On the etcd server node, get the etcd data directory, passed as an argument --data-dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %a /var/lib/etcd Verify that the permissions are 700 or more restrictive.","On the etcd server node, get the etcd data directory, passed as an argument --data-dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chmod 700 /var/lib/etcd 38 | P a g e",• Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, etcd data directory has permissions of 755 .",,Manual,HIGH,,"The task of verifying the permissions of the etcd data directory requires direct access to the host file system where etcd is running. This is outside the scope of Kubernetes API capabilities, which do not provide direct methods to check file system permissions on host directories. While Kubernetes can manage configurations and deployments, it cannot directly inspect host-level file permissions without additional tooling or scripts executed on the host.",,"1. Log into the etcd server node using SSH. 2. Identify the etcd data directory by executing: `ps -ef | grep etcd` and locate the `--data-dir` argument. 3. Check the permissions of the etcd data directory by running: `stat -c %a <etcd_data_directory_path>`. 4. Verify that the permissions are set to `700` or more restrictive. 5. If the permissions are not compliant, adjust them using: `chmod 700 <etcd_data_directory_path>`.",Yes,2025-11-02T17:47:30.010217,Manual,HIGH,,"The task of verifying the permissions of the etcd data directory requires direct access to the host file system where etcd is running. This is outside the scope of Kubernetes API capabilities, which do not provide direct methods to check file system permissions on host directories. While Kubernetes can manage configurations and deployments, it cannot directly inspect host-level file permissions without additional tooling or scripts executed on the host.",,"1. Log into the etcd server node using SSH. 2. Identify the etcd data directory by executing: `ps -ef | grep etcd` and locate the `--data-dir` argument. 3. Check the permissions of the etcd data directory by running: `stat -c %a <etcd_data_directory_path>`. 4. Verify that the permissions are set to `700` or more restrictive. 5. If the permissions are not compliant, adjust them using: `chmod 700 <etcd_data_directory_path>`.",Yes,2025-11-02T17:47:30.010217
1.1.12,cis-k8s-k8s-v1230-1-1-12,CIS_Kubernetes_Benchmark_V1.23_-PDF_,Ensure that the etcd data directory ownership is set to etcd:etcd,Ensure that the etcd data directory ownership is set to etcd:etcd .,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should be owned by etcd:etcd .,"On the etcd server node, get the etcd data directory, passed as an argument --data-dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %U:%G /var/lib/etcd Verify that the ownership is set to etcd:etcd .","On the etcd server node, get the etcd data directory, passed as an argument --data-dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chown etcd:etcd /var/lib/etcd 40 | P a g e",• Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, etcd data directory ownership is set to etcd:etcd .",,Manual,HIGH,,"The ownership of the etcd data directory is a file system attribute on the host where etcd is running. This attribute cannot be accessed or verified using Kubernetes APIs or kubectl commands, as they do not provide access to the host file system details. Both AI opinions agree that this requires manual inspection, and the technical limitations of Kubernetes confirm this approach.",,"1. SSH into the etcd server node. 2. Run the command: `ps -ef | grep etcd` to find the etcd process and identify the data directory specified by the `--data-dir` argument. 3. Use the command: `stat -c %U:%G <data_directory>` (replace `<data_directory>` with the actual path found in the previous step) to check the ownership of the etcd data directory. 4. Verify that the ownership is set to `etcd:etcd`. 5. If the ownership is not set to `etcd:etcd`, run the command: `chown etcd:etcd <data_directory>` to correct the ownership.",Yes,2025-11-02T18:16:29.778326,Manual,HIGH,,"The ownership of the etcd data directory is a file system attribute on the host where etcd is running. This attribute cannot be accessed or verified using Kubernetes APIs or kubectl commands, as they do not provide access to the host file system details. Both AI opinions agree that this requires manual inspection, and the technical limitations of Kubernetes confirm this approach.",,"1. SSH into the etcd server node. 2. Run the command: `ps -ef | grep etcd` to find the etcd process and identify the data directory specified by the `--data-dir` argument. 3. Use the command: `stat -c %U:%G <data_directory>` (replace `<data_directory>` with the actual path found in the previous step) to check the ownership of the etcd data directory. 4. Verify that the ownership is set to `etcd:etcd`. 5. If the ownership is not set to `etcd:etcd`, run the command: `chown etcd:etcd <data_directory>` to correct the ownership.",Yes,2025-11-02T18:16:29.778326
