rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
gcp.bigquery.audit.dataset_made_public,gcp,bigquery,bigquery,critical,BigQuery: Dataset Made Publicly Accessible,A BigQuery dataset was made publicly accessible. This exposes potentially sensitive analytics data to anyone on the internet.,log,data_exfiltration,exfiltration,T1530,97,data_protection_and_privacy,exfiltration,data_security_posture,gcp_rule_ciem/bigquery/gcp.bigquery.audit.dataset_made_public.yaml
gcp.bigquery.audit.public_query,gcp,bigquery,bigquery,medium,BigQuery: Query Executed Against Public Dataset by Unknown Principal,"A query job was executed against a public BigQuery dataset by an external/unrecognized principal, potentially enumerating data.",log,discovery,discovery,T1526,58,threat_detection,create,threat_posture,gcp_rule_ciem/bigquery/gcp.bigquery.audit.public_query.yaml
gcp.bigquery.audit.table_data_export,gcp,bigquery,bigquery,high,BigQuery: Large Table Export to External Storage,A BigQuery table was exported to an external GCS bucket or location. Bulk data exports can be a data exfiltration vector.,log,data_exfiltration,exfiltration,T1537,80,data_protection_and_privacy,exfiltration,data_security_posture,gcp_rule_ciem/bigquery/gcp.bigquery.audit.table_data_export.yaml
gcp.binaryauthorization.audit.attestor_deleted,gcp,binaryauthorization,binaryauthorization,high,Binary Authorization: Attestor Deleted,"A Binary Authorization attestor was deleted, removing a software supply chain control that validates image integrity.",log,defense_evasion,defense_evasion,T1562,82,logging_monitoring_and_alerting,delete,security_posture,gcp_rule_ciem/binaryauthorization/gcp.binaryauthorization.audit.attestor_deleted.yaml
gcp.binaryauthorization.audit.policy_modified,gcp,binaryauthorization,binaryauthorization,critical,Binary Authorization: Policy Modified to Allow Unverified Images,The Binary Authorization policy was modified. Weakening the policy allows unverified container images to be deployed to GKE.,log,defense_evasion,defense_evasion,T1562,90,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/binaryauthorization/gcp.binaryauthorization.audit.policy_modified.yaml
gcp.ciem.chain.data_exfiltration_via_snapshot,gcp,ciem,ciem,critical,GCP CIEM: Data Exfiltration via Disk Snapshot Export,Detect data exfiltration pattern: disk snapshot created → snapshot IAM policy modified to external account → snapshot copy or image creation by external actor.,log_correlation,data_exfiltration,exfiltration,T1537,98,data_protection_and_privacy,exfiltration,data_security_posture,gcp_rule_ciem/ciem/gcp.ciem.chain.data_exfiltration_via_snapshot.yaml
gcp.ciem.chain.defense_evasion_log_destruction,gcp,ciem,ciem,critical,GCP CIEM: Defense Evasion via Log Sink and Bucket Deletion,"Detect a defensive evasion pattern: log sink deleted + log bucket deleted within a short window, indicating an attempt to destroy audit evidence.",log_correlation,defense_evasion,defense_evasion,T1070,99,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/ciem/gcp.ciem.chain.defense_evasion_log_destruction.yaml
gcp.ciem.chain.privilege_escalation_via_sa_impersonation,gcp,ciem,ciem,critical,GCP CIEM: Privilege Escalation Chain via Service Account Impersonation,"Detect the privilege escalation pattern: IAM role modified → service account impersonation (generateAccessToken) → high-privilege API call, indicating a multi-step privilege escalation attack.",log_correlation,privilege_escalation,privilege_escalation,T1548,97,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/ciem/gcp.ciem.chain.privilege_escalation_via_sa_impersonation.yaml
gcp.ciem.correlation.data_exfiltration_chain,gcp,ciem,ciem,critical,GCP: Data Exfiltration Chain — Public ACL Grant + Bulk Read,Correlated data exfiltration: GCS bucket ACL set to public or broad access followed by high-volume object reads — active data staging for exfiltration.,log_correlation,data_exfiltration,collection;exfiltration,T1530,96,data_protection_and_privacy,exfiltration,data_security_posture,gcp_rule_ciem/ciem/gcp.ciem.correlation.data_exfiltration_chain.yaml
gcp.ciem.correlation.defense_evasion_chain,gcp,ciem,ciem,critical,GCP: Defense Evasion Chain — Log Sink + SCC Finding Mute,Correlated defense evasion: Cloud Logging sink deleted or modified followed by SCC findings muted — systematic disabling of both logging and alerting controls.,log_correlation,defense_evasion,defense_evasion,T1562.008;T1562.001,95,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/ciem/gcp.ciem.correlation.defense_evasion_chain.yaml
gcp.ciem.correlation.lateral_movement_chain,gcp,ciem,ciem,high,GCP: Lateral Movement Chain — SA Key Creation + Cross-Project Impersonation,Correlated lateral movement: service account key created followed by token generation for a different service account — key-based pivot to higher-privileged identity.,log_correlation,lateral_movement,lateral_movement;privilege_escalation,T1548;T1136.003,88,network_security_and_connectivity,network,network_posture,gcp_rule_ciem/ciem/gcp.ciem.correlation.lateral_movement_chain.yaml
gcp.ciem.correlation.privilege_escalation_chain,gcp,ciem,ciem,critical,GCP: Privilege Escalation Chain — SetIamPolicy + Token Generation,Correlated GCP privilege escalation: IAM policy change granting elevated role followed by service account token generation — indicates role grant used immediately for impersonation.,log_correlation,privilege_escalation,privilege_escalation,T1098.003;T1548,95,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/ciem/gcp.ciem.correlation.privilege_escalation_chain.yaml
gcp.ciem.correlation.supply_chain_attack,gcp,ciem,ciem,critical,GCP: Supply Chain Attack — Function Update + IAM Policy Grant,Correlated supply chain attack: Cloud Function or Cloud Run service updated followed by IAM role grant — compromised workload acquiring persistent elevated permissions.,log_correlation,supply_chain_compromise,execution;privilege_escalation,T1648;T1098.003,94,configuration_and_change_management,create,workload_posture,gcp_rule_ciem/ciem/gcp.ciem.correlation.supply_chain_attack.yaml
gcp.cloudbuild.audit.build_triggered_from_external_source,gcp,cloudbuild,cloudbuild,high,Cloud Build: Build Triggered from Unverified External Source,A Cloud Build was triggered from an external or unrecognized source repository. Supply chain attacks inject malicious code into CI/CD pipelines.,log,execution,execution;initial_access,T1195,80,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/cloudbuild/gcp.cloudbuild.audit.build_triggered_from_external_source.yaml
gcp.cloudbuild.audit.substitution_override,gcp,cloudbuild,cloudbuild,high,Cloud Build: Build Variables Overridden via Substitutions,Build substitution variables were overridden at trigger time. Attackers can override environment-defining variables to redirect builds to malicious artifacts.,log,execution,execution,T1059,72,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/cloudbuild/gcp.cloudbuild.audit.substitution_override.yaml
gcp.cloudbuild.audit.worker_pool_created,gcp,cloudbuild,cloudbuild,medium,Cloud Build: Private Worker Pool Created,A Cloud Build private worker pool was created. Worker pools with excessive VPC access can be used to pivot from build environments into production networks.,log,lateral_movement,lateral_movement,T1021,62,network_security_and_connectivity,create,network_posture,gcp_rule_ciem/cloudbuild/gcp.cloudbuild.audit.worker_pool_created.yaml
gcp.cloudfunctions.activity.create_function,gcp,cloudfunctions,cloudfunctions,medium,Cloud Functions: Function Created,Cloud Function created — serverless code deployed outside normal CI/CD pipelines may contain malicious logic for data exfiltration or C2 callbacks.,log,execution,execution;persistence,T1648,60,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/cloudfunctions/gcp.cloudfunctions.activity.create_function.yaml
gcp.cloudfunctions.activity.update_function,gcp,cloudfunctions,cloudfunctions,high,Cloud Functions: Function Code Updated,Existing Cloud Function code or configuration updated — may inject malicious code into a trusted function used by production workflows.,log,execution,execution;persistence,T1648,72,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/cloudfunctions/gcp.cloudfunctions.activity.update_function.yaml
gcp.cloudrun.activity.create_service,gcp,cloudrun,cloudrun,medium,Cloud Run: Service Created,Cloud Run service deployed — serverless container deployment outside normal CI/CD may serve as C2 endpoint or data exfiltration pipeline.,log,execution,execution;persistence,T1648,58,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/cloudrun/gcp.cloudrun.activity.create_service.yaml
gcp.cloudrun.activity.replace_service,gcp,cloudrun,cloudrun,high,Cloud Run: Service Updated,Existing Cloud Run service image or configuration replaced — production workload may have been backdoored with malicious container image.,log,execution,execution;persistence,T1648,72,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/cloudrun/gcp.cloudrun.activity.replace_service.yaml
gcp.compute.activity.firewall_delete,gcp,compute,compute,medium,Compute: Firewall Rule Deleted,"VPC firewall rule deleted — security boundary removed, potentially exposing instances to unintended network access.",log,defense_evasion,defense_evasion,T1562.001,65,network_security_and_connectivity,delete,security_posture,gcp_rule_ciem/compute/gcp.compute.activity.firewall_delete.yaml
gcp.compute.activity.firewall_insert,gcp,compute,compute,medium,Compute: Firewall Rule Created,New VPC firewall rule created — may allow inbound access from attacker-controlled IPs or open sensitive ports to the internet.,log,defense_evasion,defense_evasion;initial_access,T1562.001,62,network_security_and_connectivity,modify,security_posture,gcp_rule_ciem/compute/gcp.compute.activity.firewall_insert.yaml
gcp.compute.activity.instance_insert,gcp,compute,compute,medium,Compute: VM Instance Created,"New GCP Compute Engine instance created — potential cryptomining, C2 hosting, or pivot point in attacker-controlled environment.",log,execution,execution,T1578.002,55,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/compute/gcp.compute.activity.instance_insert.yaml
gcp.compute.activity.project_set_metadata,gcp,compute,compute,critical,Compute: Project-Wide Instance Metadata Modified,Project-wide instance metadata modified via setCommonInstanceMetadata — startup script injection affecting ALL VMs in the project simultaneously.,log,execution,execution;lateral_movement,T1651,90,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/compute/gcp.compute.activity.project_set_metadata.yaml
gcp.compute.activity.route_insert,gcp,compute,compute,medium,Compute: Custom Network Route Created,Custom VPC route created — adversaries inject routes to redirect traffic through attacker-controlled instances for interception.,log,network_attack,lateral_movement;collection,T1599,68,compute_and_workload_security,create,threat_posture,gcp_rule_ciem/compute/gcp.compute.activity.route_insert.yaml
gcp.compute.activity.set_metadata,gcp,compute,compute,high,Compute: Instance Metadata Modified (Startup Script Injection),Instance metadata modified via setMetadata — adversaries inject startup scripts to achieve persistent code execution on VMs without SSH access.,log,execution,execution;persistence,T1651,82,compute_and_workload_security,execute,workload_posture,gcp_rule_ciem/compute/gcp.compute.activity.set_metadata.yaml
gcp.compute.activity.snapshot_insert,gcp,compute,compute,high,Compute: Persistent Disk Snapshot Created,"Disk snapshot created — may be cross-project shared to exfiltrate disk contents containing sensitive data, credentials, or application secrets.",log,collection,collection;exfiltration,T1578.001,72,compute_and_workload_security,read,data_security_posture,gcp_rule_ciem/compute/gcp.compute.activity.snapshot_insert.yaml
gcp.compute.activity.vpn_tunnel_insert,gcp,compute,compute,medium,Compute: VPN Tunnel Created,VPN tunnel created in GCP VPC — may establish encrypted C2 channel bypassing perimeter monitoring.,log,network_attack,command_and_control,T1572,62,compute_and_workload_security,create,threat_posture,gcp_rule_ciem/compute/gcp.compute.activity.vpn_tunnel_insert.yaml
gcp.compute.audit.firewall_rule_created,gcp,compute,compute,high,GCP Compute: Firewall Rule Created,A new VPC firewall rule was created. Overly permissive rules (0.0.0.0/0 ingress) allow lateral movement or direct internet access.,log,defense_evasion,defense_evasion;initial_access,T1562,78,network_security_and_connectivity,network,security_posture,gcp_rule_ciem/compute/gcp.compute.audit.firewall_rule_created.yaml
gcp.compute.audit.firewall_rule_deleted,gcp,compute,compute,high,GCP Compute: Firewall Rule Deleted,A VPC firewall rule was deleted. Removal of deny rules may open previously blocked traffic paths.,log,defense_evasion,defense_evasion,T1562,82,network_security_and_connectivity,delete,security_posture,gcp_rule_ciem/compute/gcp.compute.audit.firewall_rule_deleted.yaml
gcp.compute.audit.instance_deleted,gcp,compute,compute,high,GCP Compute: VM Instance Deleted,A VM instance was deleted. Mass instance deletion is an impact technique used in ransomware or destructive attacks.,log,impact,impact,T1485,78,compute_and_workload_security,delete,workload_posture,gcp_rule_ciem/compute/gcp.compute.audit.instance_deleted.yaml
gcp.compute.audit.os_login_disabled,gcp,compute,compute,high,GCP Compute: OS Login Disabled on Instance,"OS Login was disabled on a VM. This removes centralized IAM-based SSH access control, falling back to metadata-managed SSH keys.",log,defense_evasion,defense_evasion,T1562,75,compute_and_workload_security,modify,security_posture,gcp_rule_ciem/compute/gcp.compute.audit.os_login_disabled.yaml
gcp.compute.audit.serial_port_enabled,gcp,compute,compute,high,GCP Compute: Serial Port Access Enabled on Instance,Serial port access was enabled on a VM instance. Serial port access bypasses network-level controls and can be used for backdoor access.,log,persistence,persistence,T1098,80,compute_and_workload_security,create,iam_posture,gcp_rule_ciem/compute/gcp.compute.audit.serial_port_enabled.yaml
gcp.compute.audit.snapshot_created,gcp,compute,compute,high,GCP Compute: Disk Snapshot Created,A disk snapshot was created. Adversaries create disk snapshots to exfiltrate data by restoring snapshots outside the organization.,log,collection,collection;exfiltration,T1005,72,compute_and_workload_security,create,data_security_posture,gcp_rule_ciem/compute/gcp.compute.audit.snapshot_created.yaml
gcp.compute.audit.snapshot_exported,gcp,compute,compute,critical,GCP Compute: Disk Snapshot Exported to External Project,A compute disk snapshot was exported (SetIamPolicy granting external access). Data exfiltration via snapshot copy is a known GCP attack technique.,log,data_exfiltration,exfiltration,T1537,95,compute_and_workload_security,exfiltration,data_security_posture,gcp_rule_ciem/compute/gcp.compute.audit.snapshot_exported.yaml
gcp.compute.audit.ssh_key_added_to_instance,gcp,compute,compute,critical,GCP Compute: SSH Key Added to Instance Metadata,"An SSH key was injected into instance metadata, granting persistent SSH access to the VM.",log,persistence,persistence,T1098,90,compute_and_workload_security,create,iam_posture,gcp_rule_ciem/compute/gcp.compute.audit.ssh_key_added_to_instance.yaml
gcp.compute.audit.startup_script_modified,gcp,compute,compute,critical,GCP Compute: Instance Startup Script Modified,A VM instance startup-script was modified via metadata update. Startup scripts run as root at boot and are a powerful persistence mechanism.,log,persistence,persistence;execution,T1037,93,compute_and_workload_security,create,iam_posture,gcp_rule_ciem/compute/gcp.compute.audit.startup_script_modified.yaml
gcp.compute.audit.vpc_route_created,gcp,compute,compute,high,GCP Compute: Custom VPC Route Created,A custom route was added to a VPC network. Adversaries inject routes to redirect traffic through attacker-controlled instances.,log,lateral_movement,lateral_movement,T1557,76,compute_and_workload_security,create,network_posture,gcp_rule_ciem/compute/gcp.compute.audit.vpc_route_created.yaml
gcp.container.activity.cluster_create,gcp,container,container,medium,GKE: Cluster Created,"New GKE cluster created — may be provisioned with insecure defaults (legacy auth, public endpoint, no network policy) for adversary use.",log,execution,execution;persistence,T1610,58,container_and_kubernetes_security,create,workload_posture,gcp_rule_ciem/container/gcp.container.activity.cluster_create.yaml
gcp.container.activity.cluster_delete,gcp,container,container,high,GKE: Cluster Deleted,GKE cluster deleted — workload disruption or evidence destruction of containerized attacker activity.,log,impact,impact,T1485,80,container_and_kubernetes_security,delete,workload_posture,gcp_rule_ciem/container/gcp.container.activity.cluster_delete.yaml
gcp.container.activity.cluster_update_legacy_abac,gcp,container,container,high,GKE: Legacy ABAC Enabled on Cluster,"Legacy Attribute-Based Access Control (ABAC) enabled on GKE cluster — bypasses modern RBAC controls, granting broad permissions to all authenticated users.",log,defense_evasion,defense_evasion;privilege_escalation,T1562.001,82,container_and_kubernetes_security,modify,security_posture,gcp_rule_ciem/container/gcp.container.activity.cluster_update_legacy_abac.yaml
gcp.container.audit.audit_logging_disabled,gcp,container,container,high,GKE: Audit Logging Disabled on Cluster,"Cloud Audit Logging was disabled for a GKE cluster. Without audit logs, malicious API calls inside the cluster cannot be investigated.",log,defense_evasion,defense_evasion,T1562,82,container_and_kubernetes_security,modify,security_posture,gcp_rule_ciem/container/gcp.container.audit.audit_logging_disabled.yaml
gcp.container.audit.basic_auth_enabled,gcp,container,container,critical,GKE: Basic Authentication Enabled on Cluster,Username/password basic authentication was enabled on a GKE cluster's Kubernetes API. Basic auth credentials can be brute-forced or leaked.,log,initial_access,initial_access,T1078,92,container_and_kubernetes_security,create,threat_posture,gcp_rule_ciem/container/gcp.container.audit.basic_auth_enabled.yaml
gcp.container.audit.cluster_deleted,gcp,container,container,critical,GKE: Cluster Deleted,A GKE cluster was deleted. Cluster deletion is a destructive impact action that terminates all workloads.,log,impact,impact,T1485,95,container_and_kubernetes_security,delete,workload_posture,gcp_rule_ciem/container/gcp.container.audit.cluster_deleted.yaml
gcp.container.audit.legacy_abac_enabled,gcp,container,container,critical,GKE: Legacy ABAC Enabled on Cluster,Legacy Attribute-Based Access Control was enabled on a GKE cluster. Legacy ABAC grants the default service account broad cluster privileges.,log,privilege_escalation,privilege_escalation,T1548,90,container_and_kubernetes_security,create,iam_posture,gcp_rule_ciem/container/gcp.container.audit.legacy_abac_enabled.yaml
gcp.container.audit.node_pool_autoupgrade_disabled,gcp,container,container,medium,GKE: Node Pool Auto-Upgrade Disabled,Auto-upgrade was disabled for a GKE node pool. Unpatched nodes accumulate CVEs over time.,log,initial_access,initial_access,T1190,60,container_and_kubernetes_security,create,threat_posture,gcp_rule_ciem/container/gcp.container.audit.node_pool_autoupgrade_disabled.yaml
gcp.container.audit.private_cluster_disabled,gcp,container,container,high,GKE: Private Cluster Nodes Disabled,"A GKE cluster was configured without private nodes, exposing nodes to public internet. Public nodes expand attack surface for container escape to host.",log,initial_access,initial_access,T1190,80,container_and_kubernetes_security,create,threat_posture,gcp_rule_ciem/container/gcp.container.audit.private_cluster_disabled.yaml
gcp.container.audit.workload_identity_disabled,gcp,container,container,high,GKE: Workload Identity Disabled on Cluster,"Workload Identity was not enabled on the GKE cluster. Without Workload Identity, pods can use the node's service account key to impersonate any service account.",log,privilege_escalation,privilege_escalation,T1548,75,container_and_kubernetes_security,privilege_escalation,iam_posture,gcp_rule_ciem/container/gcp.container.audit.workload_identity_disabled.yaml
gcp.container.k8s.cluster_role_binding_create,gcp,container,container,high,GKE K8s: ClusterRoleBinding Created,"Kubernetes ClusterRoleBinding created — grants cluster-wide permissions to a subject, potentially providing cluster-admin access to an attacker-controlled identity.",log,privilege_escalation,privilege_escalation,T1098.006,85,container_and_kubernetes_security,create,iam_posture,gcp_rule_ciem/container/gcp.container.k8s.cluster_role_binding_create.yaml
gcp.container.k8s.pod_exec,gcp,container,container,high,GKE K8s: Pod Exec Command Executed,kubectl exec used to execute commands inside a running pod — interactive shell access to a container workload by an unexpected principal.,log,execution,execution,T1609,80,container_and_kubernetes_security,execute,workload_posture,gcp_rule_ciem/container/gcp.container.k8s.pod_exec.yaml
gcp.container.k8s.privileged_pod_create,gcp,container,container,critical,GKE K8s: Privileged Pod Created,"Pod created with privileged security context — container escape risk, allowing access to the underlying GKE node and its credentials.",log,privilege_escalation,privilege_escalation;execution,T1611,92,container_and_kubernetes_security,create,iam_posture,gcp_rule_ciem/container/gcp.container.k8s.privileged_pod_create.yaml
gcp.container.k8s.role_binding_create,gcp,container,container,medium,GKE K8s: RoleBinding Created,Kubernetes RoleBinding created — grants namespace-scoped permissions to a subject outside normal deployment pipelines.,log,privilege_escalation,privilege_escalation,T1098.006,65,container_and_kubernetes_security,create,iam_posture,gcp_rule_ciem/container/gcp.container.k8s.role_binding_create.yaml
gcp.container.k8s.secret_access,gcp,container,container,high,GKE K8s: Kubernetes Secret Accessed,Kubernetes Secret read outside normal pod runtime — credentials stored in K8s Secrets accessed directly by an unexpected user or service account.,log,credential_access,credential_access,T1552.001,78,container_and_kubernetes_security,read,iam_posture,gcp_rule_ciem/container/gcp.container.k8s.secret_access.yaml
gcp.dns.activity.managed_zone_create,gcp,dns,dns,medium,DNS: Managed Zone Created,Cloud DNS managed zone created — attacker may establish adversary-controlled DNS infrastructure to support phishing or domain fronting.,log,network_attack,resource_development,T1583.002,55,threat_detection,create,threat_posture,gcp_rule_ciem/dns/gcp.dns.activity.managed_zone_create.yaml
gcp.dns.activity.record_set_patch,gcp,dns,dns,high,DNS: Resource Record Set Modified (DNS Hijacking Risk),DNS resource record set patched — modification of authoritative records can redirect legitimate traffic to attacker-controlled endpoints for credential harvesting.,log,network_attack,collection;impact,T1565.002,82,threat_detection,create,threat_posture,gcp_rule_ciem/dns/gcp.dns.activity.record_set_patch.yaml
gcp.dns.audit.managed_zone_deleted,gcp,dns,dns,high,Cloud DNS: Managed Zone Deleted,"A Cloud DNS managed zone was deleted, removing all DNS records and potentially causing service outages.",log,impact,impact,T1498,85,impact,delete,workload_posture,gcp_rule_ciem/dns/gcp.dns.audit.managed_zone_deleted.yaml
gcp.dns.audit.record_set_modified,gcp,dns,dns,high,Cloud DNS: DNS Record Modified,"A DNS record was added, modified, or deleted in a Cloud DNS zone. Unauthorized DNS record changes are used for traffic hijacking and phishing.",log,lateral_movement,lateral_movement;collection,T1557,80,network_security_and_connectivity,network,network_posture,gcp_rule_ciem/dns/gcp.dns.audit.record_set_modified.yaml
gcp.iam.activity.create_custom_role,gcp,iam,iam,medium,IAM: Custom Role Created,Custom IAM role created in GCP project or organization — may contain overly broad permissions bypassing predefined role restrictions.,log,privilege_escalation,privilege_escalation,T1548,65,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/iam/gcp.iam.activity.create_custom_role.yaml
gcp.iam.activity.create_service_account,gcp,iam,iam,medium,IAM: Service Account Created,New GCP service account created — potential persistence mechanism for maintaining cloud access.,log,persistence,persistence,T1136.003,60,identity_and_access_management,create,iam_posture,gcp_rule_ciem/iam/gcp.iam.activity.create_service_account.yaml
gcp.iam.activity.create_service_account_key,gcp,iam,iam,high,IAM: Service Account Key Created,User-managed key created for a GCP service account — long-lived credential that persists outside normal rotation cycles.,log,credential_access,credential_access,T1552.001,75,identity_and_access_management,read,iam_posture,gcp_rule_ciem/iam/gcp.iam.activity.create_service_account_key.yaml
gcp.iam.activity.delete_service_account_key,gcp,iam,iam,medium,IAM: Service Account Key Deleted,Service account key deleted — may be covering tracks after credential exfiltration.,log,defense_evasion,defense_evasion,T1562.001,55,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/iam/gcp.iam.activity.delete_service_account_key.yaml
gcp.iam.activity.disable_service_account,gcp,iam,iam,medium,IAM: Service Account Disabled,Service account disabled — may disrupt legitimate workloads or cover unauthorized access from that identity.,log,defense_evasion,defense_evasion,T1562.001,50,logging_monitoring_and_alerting,modify,security_posture,gcp_rule_ciem/iam/gcp.iam.activity.disable_service_account.yaml
gcp.iam.activity.owner_role_granted,gcp,iam,iam,critical,IAM: Owner Role Granted on Project or Organization,roles/owner or roles/editor granted on a GCP project or organization — full administrative access acquired.,log,privilege_escalation,privilege_escalation,T1098.003,95,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/iam/gcp.iam.activity.owner_role_granted.yaml
gcp.iam.activity.set_iam_policy,gcp,iam,iam,high,IAM: Set IAM Policy on Resource,"IAM policy modified on a GCP project, folder, or organization — potential privilege escalation or persistence.",log,privilege_escalation,privilege_escalation,T1098.003,78,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/iam/gcp.iam.activity.set_iam_policy.yaml
gcp.iam.activity.update_custom_role,gcp,iam,iam,high,IAM: Custom Role Updated with Broad Permissions,Existing custom IAM role modified — permissions may have been expanded to enable privilege escalation.,log,privilege_escalation,privilege_escalation,T1548,72,identity_and_access_management,privilege_escalation,iam_posture,gcp_rule_ciem/iam/gcp.iam.activity.update_custom_role.yaml
gcp.iam.activity.workload_identity_pool_created,gcp,iam,iam,medium,IAM: Workload Identity Pool Created,New Workload Identity Pool or Provider created — establishes external identity federation that may grant cloud access to attacker-controlled identity providers.,log,persistence,persistence;privilege_escalation,T1136.003,68,identity_and_access_management,create,iam_posture,gcp_rule_ciem/iam/gcp.iam.activity.workload_identity_pool_created.yaml
gcp.iam.audit.allusers_binding_added,gcp,iam,iam,critical,GCP IAM: allUsers or allAuthenticatedUsers Binding Added,"An IAM policy binding was added for allUsers or allAuthenticatedUsers, making a resource publicly accessible.",log,data_exfiltration,exfiltration;initial_access,T1530,98,data_protection_and_privacy,create,data_security_posture,gcp_rule_ciem/iam/gcp.iam.audit.allusers_binding_added.yaml
