rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
alicloud.container.actiontrail.push_image,alicloud,container,container,medium,AliCloud ACR: Container Image Pushed to Registry,A container image was pushed to ACR. Adversaries inject malicious images into registries to compromise workloads that pull from them (supply chain attack).,log,supply_chain_compromise,execution,T1195.002,65,container_and_kubernetes_security,create,workload_posture,alicloud_rule_ciem/container/alicloud.container.actiontrail.push_image.yaml
alicloud.database.actiontrail.create_db_account,alicloud,database,database,high,AliCloud RDS: DB Master Account Created,A new database account was created with elevated privileges. Adversaries create admin DB accounts for persistent data access.,log,persistence,persistence;credential_access,T1136;T1098,78,storage_and_database_security,create,data_security_posture,alicloud_rule_ciem/database/alicloud.database.actiontrail.create_db_account.yaml
alicloud.database.actiontrail.create_db_instance,alicloud,database,database,medium,AliCloud RDS: Database Instance Created,A new RDS database instance was created. Adversaries create DB instances to exfiltrate data by importing it into attacker-controlled databases.,log,collection,collection,T1530,50,storage_and_database_security,create,data_security_posture,alicloud_rule_ciem/database/alicloud.database.actiontrail.create_db_instance.yaml
alicloud.database.actiontrail.delete_db_backup,alicloud,database,database,critical,AliCloud RDS: Automated Backup Policy Disabled,RDS automated backup was disabled or the backup retention period was set to zero. This enables ransomware attacks — data can be encrypted with no recovery path.,log,impact,impact,T1490,92,storage_and_database_security,modify,data_security_posture,alicloud_rule_ciem/database/alicloud.database.actiontrail.delete_db_backup.yaml
alicloud.database.actiontrail.modify_db_instance_network,alicloud,database,database,high,AliCloud RDS: DB Instance Network Type Changed to Public,"An RDS instance was switched to a public network endpoint. Publicly accessible databases are directly reachable from the internet, increasing attack surface.",log,initial_access,initial_access,T1190,85,storage_and_database_security,modify,data_security_posture,alicloud_rule_ciem/database/alicloud.database.actiontrail.modify_db_instance_network.yaml
alicloud.datasec.actiontrail.dataworks_export,alicloud,datasec,datasec,high,AliCloud DataWorks: Data Export Job Created,A DataWorks data export or synchronization task was created. Adversaries create export tasks to bulk-exfiltrate data warehouse or lake contents to external systems.,log,data_exfiltration,exfiltration;collection,T1537;T1530,80,data_protection_and_privacy,create,data_security_posture,alicloud_rule_ciem/datasec/alicloud.datasec.actiontrail.dataworks_export.yaml
alicloud.datasec.actiontrail.dms_export_data,alicloud,datasec,datasec,high,AliCloud DMS: SQL Query Exported to File,"A DMS (Data Management Service) data export was initiated. Bulk SQL exports bypass row-level security and audit controls, enabling large-scale data exfiltration.",log,data_exfiltration,collection;exfiltration,T1213,78,data_protection_and_privacy,audit_activity,data_security_posture,alicloud_rule_ciem/datasec/alicloud.datasec.actiontrail.dms_export_data.yaml
alicloud.datasec.actiontrail.share_snapshot,alicloud,datasec,datasec,critical,AliCloud ECS: Disk Snapshot Shared with External Account,An ECS disk snapshot was shared with another Alibaba Cloud account. Sharing snapshots is a primary data exfiltration technique — copying all disk data to an external account.,log,data_exfiltration,exfiltration,T1537,95,data_protection_and_privacy,modify,data_security_posture,alicloud_rule_ciem/datasec/alicloud.datasec.actiontrail.share_snapshot.yaml
alicloud.iam.actiontrail.add_user_to_group,alicloud,iam,iam,medium,AliCloud IMS: User Added to RAM Group,"A user was added to a RAM group. Group membership grants all attached group policies, potentially elevating privileges.",log,privilege_escalation,privilege_escalation,T1098.001,60,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.add_user_to_group.yaml
alicloud.iam.actiontrail.assume_role,alicloud,iam,iam,medium,AliCloud STS: Role Assumed via AssumeRole,"An STS AssumeRole call was made, creating temporary credentials for another role. Lateral movement via role assumption is a core cloud attack technique.",log,lateral_movement,lateral_movement;privilege_escalation,T1550.001;T1548,60,identity_and_access_management,audit_activity,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.assume_role.yaml
alicloud.iam.actiontrail.assume_role_saml,alicloud,iam,iam,high,AliCloud STS: Role Assumed via SAML Federation,A role was assumed via SAML federation (AssumeRoleWithSAML). Adversaries forge SAML assertions (Golden SAML) to gain access to any role in the account.,log,credential_access,credential_access;lateral_movement,T1606.002;T1550.001,88,identity_and_access_management,audit_activity,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.assume_role_saml.yaml
alicloud.iam.actiontrail.attach_policy_to_role,alicloud,iam,iam,high,AliCloud RAM: Policy Attached to Role,"A policy was attached to a RAM role, potentially granting elevated privileges. Attackers attach admin policies to escalate permissions via role assumption.",log,privilege_escalation,privilege_escalation,T1548;T1098.001,82,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.attach_policy_to_role.yaml
alicloud.iam.actiontrail.attach_policy_to_user,alicloud,iam,iam,high,AliCloud RAM: Policy Attached to User,A policy was attached directly to a RAM user. Direct user policies bypass group-based access control and are harder to audit at scale.,log,privilege_escalation,privilege_escalation,T1548;T1098.001,78,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.attach_policy_to_user.yaml
alicloud.iam.actiontrail.bind_mfa_device,alicloud,iam,iam,medium,AliCloud IMS: MFA Device Bound to User,An MFA device was bound to a RAM user. Monitor for adversary-controlled MFA enrollment on compromised accounts to maintain persistent access.,log,persistence,persistence,T1098,55,identity_and_access_management,create,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.bind_mfa_device.yaml
alicloud.iam.actiontrail.create_access_key,alicloud,iam,iam,high,AliCloud IMS: Access Key Created,A new access key was created for a RAM user. Access keys provide programmatic access and are high-value targets for credential theft.,log,credential_access,credential_access;persistence,T1552.005;T1098,82,identity_and_access_management,create,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.create_access_key.yaml
alicloud.iam.actiontrail.create_policy,alicloud,iam,iam,high,AliCloud RAM: Custom Policy Created,A new custom RAM policy was created. Adversaries create permissive policies with wildcard actions/resources to enable privilege escalation.,log,privilege_escalation,privilege_escalation,T1548,75,identity_and_access_management,create,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.create_policy.yaml
alicloud.iam.actiontrail.create_role,alicloud,iam,iam,high,AliCloud RAM: Role Created,A new RAM role was created. Adversaries create roles with overly permissive trust policies to enable cross-account or federated privilege escalation.,log,privilege_escalation,privilege_escalation;persistence,T1136.003;T1098.003,80,identity_and_access_management,create,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.create_role.yaml
alicloud.iam.actiontrail.create_service_linked_role,alicloud,iam,iam,medium,AliCloud RAM: Service-Linked Role Created,A service-linked role was created for an AliCloud service. Monitor for unauthorized service enablement that grants broad service-level permissions.,log,privilege_escalation,privilege_escalation,T1548,55,identity_and_access_management,create,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.create_service_linked_role.yaml
alicloud.iam.actiontrail.create_user,alicloud,iam,iam,high,AliCloud IMS: RAM User Created,A new RAM user was created. Adversaries create cloud accounts to maintain persistent access without deploying traditional remote access tools.,log,persistence,persistence,T1136.003,78,identity_and_access_management,create,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.create_user.yaml
alicloud.iam.actiontrail.delete_role,alicloud,iam,iam,medium,AliCloud RAM: Role Deleted,A RAM role was deleted. Deleting service roles can disrupt legitimate services; adversaries may delete security-monitoring roles to blind defenders.,log,defense_evasion,defense_evasion;impact,T1070;T1531,65,identity_and_access_management,delete,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.delete_role.yaml
alicloud.iam.actiontrail.delete_user,alicloud,iam,iam,medium,AliCloud IMS: RAM User Deleted,A RAM user was deleted. Adversaries may delete users to cover tracks or deny access to legitimate administrators.,log,defense_evasion,defense_evasion,T1070,60,identity_and_access_management,delete,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.delete_user.yaml
alicloud.iam.actiontrail.disable_mfa_device,alicloud,iam,iam,high,AliCloud IMS: MFA Device Disabled,"MFA was disabled for a RAM user. Removing MFA weakens authentication and enables password-only login, increasing account takeover risk.",log,defense_evasion,defense_evasion;credential_access,T1556;T1098,85,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.disable_mfa_device.yaml
alicloud.iam.actiontrail.set_account_password_policy,alicloud,iam,iam,medium,AliCloud IMS: Account Password Policy Modified,"The RAM account password policy was changed. Weakening the policy (reducing complexity, shortening expiry) increases risk of brute-force attacks.",log,defense_evasion,defense_evasion,T1556,65,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.set_account_password_policy.yaml
alicloud.iam.actiontrail.set_policy_version,alicloud,iam,iam,high,AliCloud RAM: Policy Default Version Updated,The default version of a RAM policy was changed. Adversaries set a previously created permissive policy version as default to escalate privileges.,log,privilege_escalation,privilege_escalation,T1548,80,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.set_policy_version.yaml
alicloud.iam.actiontrail.set_security_preference,alicloud,iam,iam,high,AliCloud IMS: Account Security Preferences Modified,"Account-level security preferences (MFA enforcement, session duration, IP restrictions) were changed. Adversaries weaken these settings to persist access more easily.",log,defense_evasion,defense_evasion,T1556,80,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.set_security_preference.yaml
alicloud.iam.actiontrail.update_access_key_active,alicloud,iam,iam,high,AliCloud IMS: Disabled Access Key Re-Enabled,A previously disabled access key was re-enabled. Adversaries may re-enable dormant keys to regain access without creating new credentials.,log,persistence,persistence;credential_access,T1098;T1552,80,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.update_access_key_active.yaml
alicloud.iam.actiontrail.update_login_profile,alicloud,iam,iam,high,AliCloud IMS: Console Login Password Changed,A RAM user's console login password was updated. Adversaries reset passwords to take over accounts or lock out legitimate users.,log,credential_access,credential_access;impact,T1531;T1098,75,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.update_login_profile.yaml
alicloud.iam.actiontrail.update_role_trust,alicloud,iam,iam,critical,AliCloud RAM: Role Trust Policy Modified,"The trust policy of a RAM role was updated. Adversaries broaden trust policies to allow unauthorized principals (external accounts, public) to assume the role.",log,privilege_escalation,privilege_escalation;persistence,T1098.003,92,identity_and_access_management,modify,iam_posture,alicloud_rule_ciem/iam/alicloud.iam.actiontrail.update_role_trust.yaml
alicloud.kms.actiontrail.create_key,alicloud,kms,kms,medium,AliCloud KMS: KMS Key Created,A new KMS key was created. Monitor to detect unauthorized key creation that may be used to re-encrypt data for ransom or for unauthorized cryptographic operations.,log,collection,collection,T1560,50,secrets_and_key_management,create,secrets_posture,alicloud_rule_ciem/kms/alicloud.kms.actiontrail.create_key.yaml
alicloud.kms.actiontrail.create_secret,alicloud,kms,kms,medium,AliCloud KMS: Secret Created in Secrets Manager,A new secret was created in KMS Secrets Manager. Monitor for unauthorized secret creation that may store stolen credentials for later retrieval.,log,credential_access,credential_access,T1555,55,secrets_and_key_management,create,secrets_posture,alicloud_rule_ciem/kms/alicloud.kms.actiontrail.create_secret.yaml
alicloud.kms.actiontrail.delete_secret,alicloud,kms,kms,high,AliCloud KMS: Secret Deleted from Secrets Manager,A secret was deleted from Secrets Manager. Deleting credentials can cause service disruptions and removes forensic evidence of what was stored.,log,defense_evasion,defense_evasion;impact,T1070;T1531,75,secrets_and_key_management,delete,secrets_posture,alicloud_rule_ciem/kms/alicloud.kms.actiontrail.delete_secret.yaml
alicloud.kms.actiontrail.disable_key,alicloud,kms,kms,high,AliCloud KMS: Key Disabled,"A KMS key was disabled. Disabling a key immediately prevents decryption, causing data unavailability for all services using it.",log,impact,impact,T1485,85,secrets_and_key_management,modify,secrets_posture,alicloud_rule_ciem/kms/alicloud.kms.actiontrail.disable_key.yaml
alicloud.kms.actiontrail.put_key_policy,alicloud,kms,kms,high,AliCloud KMS: Key Policy Modified,A KMS key policy was updated. Adversaries add cross-account grant access to keys to exfiltrate data by decrypting it in an external account.,log,data_exfiltration,exfiltration,T1537,85,secrets_and_key_management,modify,secrets_posture,alicloud_rule_ciem/kms/alicloud.kms.actiontrail.put_key_policy.yaml
alicloud.kms.actiontrail.schedule_key_deletion,alicloud,kms,kms,critical,AliCloud KMS: Key Scheduled for Deletion,A KMS key was scheduled for deletion. Deleting keys destroys all data encrypted with them — a powerful ransomware-like impact attack.,log,impact,impact,T1485,95,secrets_and_key_management,delete,secrets_posture,alicloud_rule_ciem/kms/alicloud.kms.actiontrail.schedule_key_deletion.yaml
alicloud.logging.actiontrail.delete_alarm_rule,alicloud,logging,logging,high,AliCloud CloudMonitor: Security Alarm Rule Deleted,A CloudMonitor alarm rule was deleted. Removing alerts for suspicious operations prevents real-time detection of attacks.,log,defense_evasion,defense_evasion,T1562,78,logging_monitoring_and_alerting,delete,threat_posture,alicloud_rule_ciem/logging/alicloud.logging.actiontrail.delete_alarm_rule.yaml
alicloud.logging.actiontrail.delete_trail,alicloud,logging,logging,critical,AliCloud ActionTrail: Audit Trail Deleted,"An ActionTrail trail was deleted, eliminating audit log collection. This is a critical defense evasion indicator — attackers blind the security team before executing their objective.",log,defense_evasion,defense_evasion,T1562.008,98,logging_monitoring_and_alerting,delete,threat_posture,alicloud_rule_ciem/logging/alicloud.logging.actiontrail.delete_trail.yaml
alicloud.logging.actiontrail.stop_config_recorder,alicloud,logging,logging,critical,AliCloud Config: Configuration Recorder Stopped,The AliCloud Config configuration recorder was stopped. This disables continuous compliance monitoring and resource configuration tracking.,log,defense_evasion,defense_evasion,T1562,90,logging_monitoring_and_alerting,modify,threat_posture,alicloud_rule_ciem/logging/alicloud.logging.actiontrail.stop_config_recorder.yaml
alicloud.logging.actiontrail.stop_logging,alicloud,logging,logging,critical,AliCloud ActionTrail: Trail Logging Stopped,ActionTrail logging was stopped on an existing trail. Events occurring while logging is stopped are unrecorded — a critical gap for incident response.,log,defense_evasion,defense_evasion,T1562.008,95,logging_monitoring_and_alerting,modify,threat_posture,alicloud_rule_ciem/logging/alicloud.logging.actiontrail.stop_logging.yaml
alicloud.logging.actiontrail.update_trail,alicloud,logging,logging,high,AliCloud ActionTrail: Trail Configuration Modified,An ActionTrail trail was reconfigured. Changing the trail's OSS destination or filtering settings can redirect or suppress audit logs.,log,defense_evasion,defense_evasion,T1562.008,80,logging_monitoring_and_alerting,modify,threat_posture,alicloud_rule_ciem/logging/alicloud.logging.actiontrail.update_trail.yaml
alicloud.network.actiontrail.create_nat_gateway,alicloud,network,network,medium,AliCloud VPC: NAT Gateway Created,"A NAT Gateway was created, enabling outbound internet access from private subnets. Adversaries create NAT gateways to establish command-and-control egress from compromised instances.",log,command_and_control,command_and_control,T1572,60,network_security_and_connectivity,create,network_posture,alicloud_rule_ciem/network/alicloud.network.actiontrail.create_nat_gateway.yaml
alicloud.network.actiontrail.create_route_entry,alicloud,network,network,high,AliCloud VPC: Route Table Entry Added,A route was added to a VPC route table. Adversaries inject routes to redirect traffic through attacker-controlled endpoints (traffic hijacking).,log,lateral_movement,lateral_movement,T1557,75,network_security_and_connectivity,create,network_posture,alicloud_rule_ciem/network/alicloud.network.actiontrail.create_route_entry.yaml
alicloud.network.actiontrail.create_vpc,alicloud,network,network,medium,AliCloud VPC: New VPC Created,"A new VPC was created. Adversaries create VPCs to host attack infrastructure, pivot resources, or evade detection by operating in isolated networks.",log,defense_evasion,defense_evasion,T1578.002,50,network_security_and_connectivity,create,network_posture,alicloud_rule_ciem/network/alicloud.network.actiontrail.create_vpc.yaml
alicloud.network.actiontrail.create_vpn_gateway,alicloud,network,network,high,AliCloud VPN: VPN Gateway Created,"A new VPN gateway was created. Adversaries establish VPN tunnels to create persistent, encrypted backdoor channels into the VPC network.",log,command_and_control,command_and_control,T1572,78,network_security_and_connectivity,create,network_posture,alicloud_rule_ciem/network/alicloud.network.actiontrail.create_vpn_gateway.yaml
alicloud.network.actiontrail.delete_vpc,alicloud,network,network,high,AliCloud VPC: VPC Deleted,A VPC was deleted. Deleting production VPCs causes network isolation of all contained resources and is an impact/denial-of-service technique.,log,impact,impact,T1489,80,network_security_and_connectivity,delete,network_posture,alicloud_rule_ciem/network/alicloud.network.actiontrail.delete_vpc.yaml
alicloud.objectstorage.actiontrail.delete_bucket,alicloud,objectstorage,objectstorage,critical,AliCloud OSS: Bucket Deleted,"An OSS bucket was deleted. Bucket deletion is irreversible — adversaries delete buckets to destroy evidence, deny service, or eliminate compliance records.",log,impact,impact,T1485,90,data_protection_and_privacy,delete,data_security_posture,alicloud_rule_ciem/objectstorage/alicloud.objectstorage.actiontrail.delete_bucket.yaml
alicloud.objectstorage.actiontrail.delete_bucket_encryption,alicloud,objectstorage,objectstorage,high,AliCloud OSS: Bucket Encryption Disabled,"Server-side encryption was removed from an OSS bucket. Data written after this change will be stored unencrypted, violating data-at-rest requirements.",log,defense_evasion,defense_evasion,T1070,78,data_protection_and_privacy,delete,data_security_posture,alicloud_rule_ciem/objectstorage/alicloud.objectstorage.actiontrail.delete_bucket_encryption.yaml
alicloud.objectstorage.actiontrail.delete_bucket_logging,alicloud,objectstorage,objectstorage,high,AliCloud OSS: Bucket Access Logging Disabled,"Access logging for an OSS bucket was disabled. This removes forensic evidence of data access, helping adversaries cover exfiltration activity.",log,defense_evasion,defense_evasion,T1070,80,logging_monitoring_and_alerting,delete,logging_posture,alicloud_rule_ciem/objectstorage/alicloud.objectstorage.actiontrail.delete_bucket_logging.yaml
alicloud.objectstorage.actiontrail.delete_bucket_policy,alicloud,objectstorage,objectstorage,medium,AliCloud OSS: Bucket Policy Deleted,An OSS bucket policy was deleted. Removing bucket policies may re-enable broad access if ACLs are not restrictive.,log,defense_evasion,defense_evasion,T1070,60,data_protection_and_privacy,delete,data_security_posture,alicloud_rule_ciem/objectstorage/alicloud.objectstorage.actiontrail.delete_bucket_policy.yaml
alicloud.objectstorage.actiontrail.put_bucket_acl_public,alicloud,objectstorage,objectstorage,critical,AliCloud OSS: Bucket Made Publicly Readable,"An OSS bucket ACL was set to public-read or public-read-write, exposing all objects to unauthenticated internet access.",log,data_exfiltration,exfiltration;collection,T1530,95,data_protection_and_privacy,modify,data_security_posture,alicloud_rule_ciem/objectstorage/alicloud.objectstorage.actiontrail.put_bucket_acl_public.yaml
alicloud.objectstorage.actiontrail.put_bucket_policy,alicloud,objectstorage,objectstorage,high,AliCloud OSS: Bucket Policy Modified,An OSS bucket policy was added or updated. Adversaries craft policies that grant cross-account access or allow unauthenticated reads to exfiltrate data.,log,data_exfiltration,exfiltration,T1530;T1537,85,data_protection_and_privacy,modify,data_security_posture,alicloud_rule_ciem/objectstorage/alicloud.objectstorage.actiontrail.put_bucket_policy.yaml
alicloud.paas.actiontrail.apigateway_update_api,alicloud,paas,paas,medium,AliCloud API Gateway: API Backend Modified,An API Gateway API's backend target was updated. Adversaries modify backends to redirect API traffic to attacker-controlled endpoints for credential harvesting.,log,credential_access,credential_access;collection,T1557,65,application_and_api_security,modify,security_posture,alicloud_rule_ciem/paas/alicloud.paas.actiontrail.apigateway_update_api.yaml
alicloud.paas.actiontrail.cen_attach_vpc,alicloud,paas,paas,medium,AliCloud CEN: VPC Attached to Cloud Enterprise Network,A VPC was attached to a Cloud Enterprise Network (CEN) instance. Unauthorized CEN attachments can create unintended lateral movement paths across accounts.,log,lateral_movement,lateral_movement,T1021,65,network_security_and_connectivity,modify,network_posture,alicloud_rule_ciem/paas/alicloud.paas.actiontrail.cen_attach_vpc.yaml
alicloud.paas.actiontrail.delete_config_rule,alicloud,paas,paas,high,AliCloud Config: Compliance Rule Deleted,"A Config compliance rule was deleted, removing a continuous compliance check. Adversaries delete rules before making non-compliant changes to avoid alerts.",log,defense_evasion,defense_evasion,T1562,80,compliance_and_governance,delete,security_posture,alicloud_rule_ciem/paas/alicloud.paas.actiontrail.delete_config_rule.yaml
alicloud.paas.actiontrail.delete_event_rule,alicloud,paas,paas,high,AliCloud EventBridge: Event Rule Deleted,"An EventBridge event rule was deleted. Removing rules that trigger security responses (e.g., auto-remediation) disables automated defenses.",log,defense_evasion,defense_evasion,T1562,75,configuration_and_change_management,delete,security_posture,alicloud_rule_ciem/paas/alicloud.paas.actiontrail.delete_event_rule.yaml
alicloud.paas.actiontrail.update_event_rule,alicloud,paas,paas,medium,AliCloud EventBridge: Event Rule Modified,An EventBridge rule was modified. Adversaries alter rule patterns or targets to suppress security alerts or redirect events to attacker-controlled endpoints.,log,defense_evasion,defense_evasion,T1562,65,configuration_and_change_management,modify,security_posture,alicloud_rule_ciem/paas/alicloud.paas.actiontrail.update_event_rule.yaml
