framework,control_id,title,csp_column,or_group_count,classification,classify_reason,current_cell,proposed_cell
CANADA_PBMM,CCCS AC-5,CCCS AC-5: Separation of Duties,oracle_checks,3,AND_REQUIRED,NIST family (CCCS AC),oci.identity.user.aws_attached_policy_no_administrative_privileges;oci.identity.user.customer_attached_policy_no_administrative_privileges;oci.identity.user.inline_policy_no_administrative_privileges,oci.identity.user.aws_attached_policy_no_administrative_privileges+oci.identity.user.customer_attached_policy_no_administrative_privileges+oci.identity.user.inline_policy_no_administrative_privileges
CANADA_PBMM,CCCS AC-5,CCCS AC-5: Separation of Duties,ibm_checks,2,AND_REQUIRED,NIST family (CCCS AC),ibm.iam_policy_management.policy.no_wildcard_actions;ibm.iam.sa.no_administrative_privileges_enforced,ibm.iam_policy_management.policy.no_wildcard_actions+ibm.iam.sa.no_administrative_privileges_enforced
CANADA_PBMM,CCCS AC-6,CCCS AC-6: Least Privilege,aws_checks,3,AND_REQUIRED,NIST family (CCCS AC),aws.iam.policy.no_administrative_privileges_configured;aws.iam.role.least_privilege;aws.iam.policy.overly_permissive_configured,aws.iam.policy.no_administrative_privileges_configured+aws.iam.role.least_privilege+aws.iam.policy.overly_permissive_configured
CANADA_PBMM,CCCS AC-6,CCCS AC-6: Least Privilege,azure_checks,2,AND_REQUIRED,NIST family (CCCS AC),azure.aad.directory_tenant.access_tenant_password_policy_compliant;azure.ad.role.least_privilege,azure.aad.directory_tenant.access_tenant_password_policy_compliant+azure.ad.role.least_privilege
CANADA_PBMM,CCCS AC-6,CCCS AC-6: Least Privilege,gcp_checks,2,AND_REQUIRED,NIST family (CCCS AC),gcp.iam.policy.rbac_policy_no_action_star_on_resource_star;gcp.iam.service_account.instance_profile_role_policies_least_privilege,gcp.iam.policy.rbac_policy_no_action_star_on_resource_star+gcp.iam.service_account.instance_profile_role_policies_least_privilege
CANADA_PBMM,CCCS AC-6,CCCS AC-6: Least Privilege,oracle_checks,3,AND_REQUIRED,NIST family (CCCS AC),oci.identity.user.oracle_attached_policy_no_administrative_privileges;oci.identity.user.role_least_privilege_required;oci.identity.user.policy_overly_permissive,oci.identity.user.oracle_attached_policy_no_administrative_privileges+oci.identity.user.role_least_privilege_required+oci.identity.user.policy_overly_permissive
CANADA_PBMM,CCCS AC-6,CCCS AC-6: Least Privilege,ibm_checks,4,AND_REQUIRED,NIST family (CCCS AC),ibm.iam.activity.policy_created;ibm.iam.activity.policy_change;ibm.iam_policy_management.policy.no_wildcard_actions;ibm.iam.role.least_privilege_enforced,ibm.iam.activity.policy_created+ibm.iam.activity.policy_change+ibm.iam_policy_management.policy.no_wildcard_actions+ibm.iam.role.least_privilege_enforced
CANADA_PBMM,CCCS AC-6,CCCS AC-6: Least Privilege,alicloud_checks,2,AND_REQUIRED,NIST family (CCCS AC),alicloud.ecs.ram_role.instance_profile_role_policies_least_privilege;alicloud.ram.policy.overly_permissive_configured,alicloud.ecs.ram_role.instance_profile_role_policies_least_privilege+alicloud.ram.policy.overly_permissive_configured
CANADA_PBMM,CCCS AU-12,CCCS AU-12: Audit Record Generation,aws_checks,10,AND_REQUIRED,NIST family (CCCS AU),aws.apigateway.resource.restapi_logging_enabled;aws.cloudtrail.multi.trail_cloudtrail_region_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled;aws.cloudtrail.cloudwatch.logging_enabled;aws.elbv2.resource.l,aws.apigateway.resource.restapi_logging_enabled+aws.cloudtrail.multi.trail_cloudtrail_region_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled+aws.cloudtrail.cloudwatch.logging_enabled+aws.elbv2.resource.l
CANADA_PBMM,CCCS AU-12,CCCS AU-12: Audit Record Generation,azure_checks,8,AND_REQUIRED,NIST family (CCCS AU),azure.api.management_monitoring.monitoring_api_access_logging_enabled;azure.monitor.log.multi_region_enabled;azure.storage.s3.dataevents.read.enabled;azure.storage.s3.dataevents.write.enabled;azure.monitor.resource.logging.enabled.check;azure.network.load_balancer.lb_access_logs_enabled;azure.synaps,azure.api.management_monitoring.monitoring_api_access_logging_enabled+azure.monitor.log.multi_region_enabled+azure.storage.s3.dataevents.read.enabled+azure.storage.s3.dataevents.write.enabled+azure.monitor.resource.logging.enabled.check+azure.network.load_balancer.lb_access_logs_enabled+azure.synaps
CANADA_PBMM,CCCS AU-12,CCCS AU-12: Audit Record Generation,gcp_checks,5,AND_REQUIRED,NIST family (CCCS AU),gcp.apigateway.api_config.stage_logging_enabled;gcp.bigquery.dataset.cluster_audit_logging_enabled;gcp.storage.bucket.bucket_access_logging_enabled;gcp.logging.sink.destination_and_filter_configured;gcp.loadbalancing.logging_enabled,gcp.apigateway.api_config.stage_logging_enabled+gcp.bigquery.dataset.cluster_audit_logging_enabled+gcp.storage.bucket.bucket_access_logging_enabled+gcp.logging.sink.destination_and_filter_configured+gcp.loadbalancing.logging_enabled
CANADA_PBMM,CCCS AU-12,CCCS AU-12: Audit Record Generation,oracle_checks,10,AND_REQUIRED,NIST family (CCCS AU),oci.apigateway.gateway.gateway_restapi_logging_enabled;oci.apigateway.gateway.restapi_logging_enabled;oci.audit.configuration.multi_region_enabled;oci.audit.configuration.s3_dataevents_read_enabled;oci.audit.configuration.s3_dataevents_write_enabled;oci.audit.configuration.cloudwatch_logging_enabled,oci.apigateway.gateway.gateway_restapi_logging_enabled+oci.apigateway.gateway.restapi_logging_enabled+oci.audit.configuration.multi_region_enabled+oci.audit.configuration.s3_dataevents_read_enabled+oci.audit.configuration.s3_dataevents_write_enabled+oci.audit.configuration.cloudwatch_logging_enabled
CANADA_PBMM,CCCS AU-12,CCCS AU-12: Audit Record Generation,ibm_checks,8,AND_REQUIRED,NIST family (CCCS AU),ibm.logging.activity.activity_tracker_delete;ibm.vpc.load_balancer.logging_enabled;ibm.containers.cluster.logging_configured;ibm.api.connect.restapi_logging_enabled;ibm.activity_tracker.multi_region_enabled;ibm.activity_tracker.cos_dataevents_read_enabled;ibm.activity_tracker.cos_dataevents_write_en,ibm.logging.activity.activity_tracker_delete+ibm.vpc.load_balancer.logging_enabled+ibm.containers.cluster.logging_configured+ibm.api.connect.restapi_logging_enabled+ibm.activity_tracker.multi_region_enabled+ibm.activity_tracker.cos_dataevents_read_enabled+ibm.activity_tracker.cos_dataevents_write_en
CANADA_PBMM,CCCS AU-12,CCCS AU-12: Audit Record Generation,alicloud_checks,8,AND_REQUIRED,NIST family (CCCS AU),alicloud.api.gateway.restapi_logging_enabled;alicloud.actiontrail.multi.region_enabled;alicloud.actiontrail.s3.dataevents_read_enabled;alicloud.actiontrail.s3.dataevents_write_enabled;alicloud.actiontrail.cloudwatch.logging_enabled;alicloud.alb.logging.enabled;alicloud.analyticdb.cluster.audit_loggi,alicloud.api.gateway.restapi_logging_enabled+alicloud.actiontrail.multi.region_enabled+alicloud.actiontrail.s3.dataevents_read_enabled+alicloud.actiontrail.s3.dataevents_write_enabled+alicloud.actiontrail.cloudwatch.logging_enabled+alicloud.alb.logging.enabled+alicloud.analyticdb.cluster.audit_loggi
CANADA_PBMM,CCCS AU-2,CCCS AU-2: Event Logging,aws_checks,10,AND_REQUIRED,NIST family (CCCS AU),aws.apigateway.resource.restapi_logging_enabled;aws.cloudtrail.multi.trail_cloudtrail_region_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled;aws.cloudtrail.cloudwatch.logging_enabled;aws.elbv2.resource.l,aws.apigateway.resource.restapi_logging_enabled+aws.cloudtrail.multi.trail_cloudtrail_region_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled+aws.cloudtrail.cloudwatch.logging_enabled+aws.elbv2.resource.l
CANADA_PBMM,CCCS AU-2,CCCS AU-2: Event Logging,azure_checks,8,AND_REQUIRED,NIST family (CCCS AU),azure.api.management_monitoring.monitoring_api_access_logging_enabled;azure.monitor.log.multi_region_enabled;azure.storage.s3.dataevents.read.enabled;azure.storage.s3.dataevents.write.enabled;azure.monitor.resource.logging.enabled.check;azure.network.load_balancer.lb_access_logs_enabled;azure.synaps,azure.api.management_monitoring.monitoring_api_access_logging_enabled+azure.monitor.log.multi_region_enabled+azure.storage.s3.dataevents.read.enabled+azure.storage.s3.dataevents.write.enabled+azure.monitor.resource.logging.enabled.check+azure.network.load_balancer.lb_access_logs_enabled+azure.synaps
CANADA_PBMM,CCCS AU-2,CCCS AU-2: Event Logging,gcp_checks,5,AND_REQUIRED,NIST family (CCCS AU),gcp.apigateway.api_config.stage_logging_enabled;gcp.bigquery.dataset.cluster_audit_logging_enabled;gcp.storage.bucket.bucket_access_logging_enabled;gcp.logging.sink.destination_and_filter_configured;gcp.loadbalancing.logging_enabled,gcp.apigateway.api_config.stage_logging_enabled+gcp.bigquery.dataset.cluster_audit_logging_enabled+gcp.storage.bucket.bucket_access_logging_enabled+gcp.logging.sink.destination_and_filter_configured+gcp.loadbalancing.logging_enabled
CANADA_PBMM,CCCS AU-2,CCCS AU-2: Event Logging,oracle_checks,10,AND_REQUIRED,NIST family (CCCS AU),oci.apigateway.gateway.gateway_restapi_logging_enabled;oci.apigateway.gateway.restapi_logging_enabled;oci.audit.configuration.multi_region_enabled;oci.audit.configuration.s3_dataevents_read_enabled;oci.audit.configuration.s3_dataevents_write_enabled;oci.audit.configuration.cloudwatch_logging_enabled,oci.apigateway.gateway.gateway_restapi_logging_enabled+oci.apigateway.gateway.restapi_logging_enabled+oci.audit.configuration.multi_region_enabled+oci.audit.configuration.s3_dataevents_read_enabled+oci.audit.configuration.s3_dataevents_write_enabled+oci.audit.configuration.cloudwatch_logging_enabled
CANADA_PBMM,CCCS AU-2,CCCS AU-2: Event Logging,ibm_checks,8,AND_REQUIRED,NIST family (CCCS AU),ibm.logging.activity.activity_tracker_delete;ibm.vpc.load_balancer.logging_enabled;ibm.containers.cluster.logging_configured;ibm.api.connect.restapi_logging_enabled;ibm.activity_tracker.multi_region_enabled;ibm.activity_tracker.cos_dataevents_read_enabled;ibm.activity_tracker.cos_dataevents_write_en,ibm.logging.activity.activity_tracker_delete+ibm.vpc.load_balancer.logging_enabled+ibm.containers.cluster.logging_configured+ibm.api.connect.restapi_logging_enabled+ibm.activity_tracker.multi_region_enabled+ibm.activity_tracker.cos_dataevents_read_enabled+ibm.activity_tracker.cos_dataevents_write_en
CANADA_PBMM,CCCS AU-2,CCCS AU-2: Event Logging,alicloud_checks,8,AND_REQUIRED,NIST family (CCCS AU),alicloud.api.gateway.restapi_logging_enabled;alicloud.actiontrail.multi.region_enabled;alicloud.actiontrail.s3.dataevents_read_enabled;alicloud.actiontrail.s3.dataevents_write_enabled;alicloud.actiontrail.cloudwatch.logging_enabled;alicloud.alb.logging.enabled;alicloud.analyticdb.cluster.audit_loggi,alicloud.api.gateway.restapi_logging_enabled+alicloud.actiontrail.multi.region_enabled+alicloud.actiontrail.s3.dataevents_read_enabled+alicloud.actiontrail.s3.dataevents_write_enabled+alicloud.actiontrail.cloudwatch.logging_enabled+alicloud.alb.logging.enabled+alicloud.analyticdb.cluster.audit_loggi
CANADA_PBMM,CCCS AU-3,CCCS AU-3: Content of Audit Records,aws_checks,10,AND_REQUIRED,NIST family (CCCS AU),aws.apigateway.resource.restapi_logging_enabled;aws.cloudtrail.multi.trail_cloudtrail_region_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled;aws.cloudtrail.cloudwatch.logging_enabled;aws.elbv2.resource.l,aws.apigateway.resource.restapi_logging_enabled+aws.cloudtrail.multi.trail_cloudtrail_region_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled+aws.cloudtrail.cloudwatch.logging_enabled+aws.elbv2.resource.l
CANADA_PBMM,CCCS AU-3,CCCS AU-3: Content of Audit Records,azure_checks,8,AND_REQUIRED,NIST family (CCCS AU),azure.api.management_monitoring.monitoring_api_access_logging_enabled;azure.monitor.log.multi_region_enabled;azure.storage.s3.dataevents.read.enabled;azure.storage.s3.dataevents.write.enabled;azure.monitor.resource.logging.enabled.check;azure.network.load_balancer.lb_access_logs_enabled;azure.synaps,azure.api.management_monitoring.monitoring_api_access_logging_enabled+azure.monitor.log.multi_region_enabled+azure.storage.s3.dataevents.read.enabled+azure.storage.s3.dataevents.write.enabled+azure.monitor.resource.logging.enabled.check+azure.network.load_balancer.lb_access_logs_enabled+azure.synaps
CANADA_PBMM,CCCS AU-3,CCCS AU-3: Content of Audit Records,gcp_checks,5,AND_REQUIRED,NIST family (CCCS AU),gcp.apigateway.api_config.stage_logging_enabled;gcp.bigquery.dataset.cluster_audit_logging_enabled;gcp.storage.bucket.bucket_access_logging_enabled;gcp.logging.sink.destination_and_filter_configured;gcp.loadbalancing.logging_enabled,gcp.apigateway.api_config.stage_logging_enabled+gcp.bigquery.dataset.cluster_audit_logging_enabled+gcp.storage.bucket.bucket_access_logging_enabled+gcp.logging.sink.destination_and_filter_configured+gcp.loadbalancing.logging_enabled
CANADA_PBMM,CCCS AU-3,CCCS AU-3: Content of Audit Records,oracle_checks,10,AND_REQUIRED,NIST family (CCCS AU),oci.apigateway.gateway.gateway_restapi_logging_enabled;oci.apigateway.gateway.restapi_logging_enabled;oci.audit.configuration.multi_region_enabled;oci.audit.configuration.s3_dataevents_read_enabled;oci.audit.configuration.s3_dataevents_write_enabled;oci.audit.configuration.cloudwatch_logging_enabled,oci.apigateway.gateway.gateway_restapi_logging_enabled+oci.apigateway.gateway.restapi_logging_enabled+oci.audit.configuration.multi_region_enabled+oci.audit.configuration.s3_dataevents_read_enabled+oci.audit.configuration.s3_dataevents_write_enabled+oci.audit.configuration.cloudwatch_logging_enabled
CANADA_PBMM,CCCS AU-3,CCCS AU-3: Content of Audit Records,ibm_checks,8,AND_REQUIRED,NIST family (CCCS AU),ibm.logging.activity.activity_tracker_delete;ibm.vpc.load_balancer.logging_enabled;ibm.containers.cluster.logging_configured;ibm.api.connect.restapi_logging_enabled;ibm.activity_tracker.multi_region_enabled;ibm.activity_tracker.cos_dataevents_read_enabled;ibm.activity_tracker.cos_dataevents_write_en,ibm.logging.activity.activity_tracker_delete+ibm.vpc.load_balancer.logging_enabled+ibm.containers.cluster.logging_configured+ibm.api.connect.restapi_logging_enabled+ibm.activity_tracker.multi_region_enabled+ibm.activity_tracker.cos_dataevents_read_enabled+ibm.activity_tracker.cos_dataevents_write_en
CANADA_PBMM,CCCS AU-3,CCCS AU-3: Content of Audit Records,alicloud_checks,8,AND_REQUIRED,NIST family (CCCS AU),alicloud.api.gateway.restapi_logging_enabled;alicloud.actiontrail.multi.region_enabled;alicloud.actiontrail.s3.dataevents_read_enabled;alicloud.actiontrail.s3.dataevents_write_enabled;alicloud.actiontrail.cloudwatch.logging_enabled;alicloud.alb.logging.enabled;alicloud.analyticdb.cluster.audit_loggi,alicloud.api.gateway.restapi_logging_enabled+alicloud.actiontrail.multi.region_enabled+alicloud.actiontrail.s3.dataevents_read_enabled+alicloud.actiontrail.s3.dataevents_write_enabled+alicloud.actiontrail.cloudwatch.logging_enabled+alicloud.alb.logging.enabled+alicloud.analyticdb.cluster.audit_loggi
CANADA_PBMM,CCCS AU-6,"CCCS AU-6: Audit Record Review, Analysis, and Reporting",aws_checks,2,AND_REQUIRED,NIST family (CCCS AU),aws.cloudwatch.log_metric_filter_alarm_configured.log_metric_log_metric_filter_alarm_configured;aws.cloudwatch.resource.log_cloudwatch_log_analysis_enabled,aws.cloudwatch.log_metric_filter_alarm_configured.log_metric_log_metric_filter_alarm_configured+aws.cloudwatch.resource.log_cloudwatch_log_analysis_enabled
CANADA_PBMM,CCCS AU-6,"CCCS AU-6: Audit Record Review, Analysis, and Reporting",azure_checks,2,AND_REQUIRED,NIST family (CCCS AU),azure.monitor.log.metric_filter_alarm_configured;azure.monitor.log.analysis_enabled,azure.monitor.log.metric_filter_alarm_configured+azure.monitor.log.analysis_enabled
CANADA_PBMM,CCCS AU-6,"CCCS AU-6: Audit Record Review, Analysis, and Reporting",gcp_checks,2,AND_REQUIRED,NIST family (CCCS AU),gcp.logging.audit.metric_alert_deleted;gcp.logging.log_stream.stream_retention_days_minimum,gcp.logging.audit.metric_alert_deleted+gcp.logging.log_stream.stream_retention_days_minimum
CANADA_PBMM,CCCS AU-6,"CCCS AU-6: Audit Record Review, Analysis, and Reporting",oracle_checks,2,AND_REQUIRED,NIST family (CCCS AU),oci.logging.log_group.log_metric_filter_alarm_configured;oci.logging.log_group.log_analysis_enabled,oci.logging.log_group.log_metric_filter_alarm_configured+oci.logging.log_group.log_analysis_enabled
CANADA_PBMM,CCCS AU-6,"CCCS AU-6: Audit Record Review, Analysis, and Reporting",ibm_checks,2,AND_REQUIRED,NIST family (CCCS AU),ibm.containers.cluster.logging_configured;ibm.log_analysis.log_metric_filter.alarm_configured,ibm.containers.cluster.logging_configured+ibm.log_analysis.log_metric_filter.alarm_configured
CANADA_PBMM,CCCS AU-6,"CCCS AU-6: Audit Record Review, Analysis, and Reporting",alicloud_checks,2,AND_REQUIRED,NIST family (CCCS AU),alicloud.cloudmonitor.config_changes_log_metric_filter_and_alarm_enabled.configured;alicloud.cloudfw.log.analysis_status_check,alicloud.cloudmonitor.config_changes_log_metric_filter_and_alarm_enabled.configured+alicloud.cloudfw.log.analysis_status_check
CANADA_PBMM,CCCS AU-8,CCCS AU-8: Time Stamps,aws_checks,10,AND_REQUIRED,NIST family (CCCS AU),aws.apigateway.resource.restapi_logging_enabled;aws.cloudtrail.multi.trail_cloudtrail_region_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled;aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled;aws.cloudtrail.cloudwatch.logging_enabled;aws.elbv2.resource.l,aws.apigateway.resource.restapi_logging_enabled+aws.cloudtrail.multi.trail_cloudtrail_region_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled+aws.cloudtrail.cloudwatch.logging_enabled+aws.elbv2.resource.l
CANADA_PBMM,CCCS AU-8,CCCS AU-8: Time Stamps,azure_checks,8,AND_REQUIRED,NIST family (CCCS AU),azure.api.management_monitoring.monitoring_api_access_logging_enabled;azure.monitor.log.multi_region_enabled;azure.storage.s3.dataevents.read.enabled;azure.storage.s3.dataevents.write.enabled;azure.monitor.resource.logging.enabled.check;azure.network.load_balancer.lb_access_logs_enabled;azure.synaps,azure.api.management_monitoring.monitoring_api_access_logging_enabled+azure.monitor.log.multi_region_enabled+azure.storage.s3.dataevents.read.enabled+azure.storage.s3.dataevents.write.enabled+azure.monitor.resource.logging.enabled.check+azure.network.load_balancer.lb_access_logs_enabled+azure.synaps
CANADA_PBMM,CCCS AU-8,CCCS AU-8: Time Stamps,gcp_checks,5,AND_REQUIRED,NIST family (CCCS AU),gcp.apigateway.api_config.stage_logging_enabled;gcp.bigquery.dataset.cluster_audit_logging_enabled;gcp.storage.bucket.bucket_access_logging_enabled;gcp.logging.sink.destination_and_filter_configured;gcp.loadbalancing.logging_enabled,gcp.apigateway.api_config.stage_logging_enabled+gcp.bigquery.dataset.cluster_audit_logging_enabled+gcp.storage.bucket.bucket_access_logging_enabled+gcp.logging.sink.destination_and_filter_configured+gcp.loadbalancing.logging_enabled
CANADA_PBMM,CCCS AU-8,CCCS AU-8: Time Stamps,oracle_checks,10,AND_REQUIRED,NIST family (CCCS AU),oci.apigateway.gateway.gateway_restapi_logging_enabled;oci.apigateway.gateway.restapi_logging_enabled;oci.audit.configuration.multi_region_enabled;oci.audit.configuration.s3_dataevents_read_enabled;oci.audit.configuration.s3_dataevents_write_enabled;oci.audit.configuration.cloudwatch_logging_enabled,oci.apigateway.gateway.gateway_restapi_logging_enabled+oci.apigateway.gateway.restapi_logging_enabled+oci.audit.configuration.multi_region_enabled+oci.audit.configuration.s3_dataevents_read_enabled+oci.audit.configuration.s3_dataevents_write_enabled+oci.audit.configuration.cloudwatch_logging_enabled
CANADA_PBMM,CCCS AU-8,CCCS AU-8: Time Stamps,ibm_checks,8,AND_REQUIRED,NIST family (CCCS AU),ibm.logging.activity.activity_tracker_delete;ibm.vpc.load_balancer.logging_enabled;ibm.containers.cluster.logging_configured;ibm.api.connect.restapi_logging_enabled;ibm.activity_tracker.multi_region_enabled;ibm.activity_tracker.cos_dataevents_read_enabled;ibm.activity_tracker.cos_dataevents_write_en,ibm.logging.activity.activity_tracker_delete+ibm.vpc.load_balancer.logging_enabled+ibm.containers.cluster.logging_configured+ibm.api.connect.restapi_logging_enabled+ibm.activity_tracker.multi_region_enabled+ibm.activity_tracker.cos_dataevents_read_enabled+ibm.activity_tracker.cos_dataevents_write_en
